dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng
1665977114,6485,2903,67.89698078707183,1,True,875,False,658,802,45860664,174572467
1665977114,177189,877,1354.1344098722254,2,True,2065,False,658,802,45861700,174583580
1665977114,98378,1866,2073.9944551517005,4,True,1688,False,658,802,45863303,174559942
1665977114,296029,1231,1953.6924015821937,3,True,1610,False,658,802,45867462,174566858
1665977114,73398,2862,224.66419385384935,1,True,1704,False,658,802,45863946,174582310
1665977114,406339,1884,309.00647242412253,1,True,218,False,658,802,45867880,174573167
1665977114,387333,2411,551.7435998722596,1,True,1259,False,658,802,45858283,174576801
1665977114,318433,58,268.57587382339466,1,True,330,False,658,802,45911894,174529244
1665977114,25840,1664,200.39211561336438,2,True,2793,False,658,802,45886610,174551440
1665977114,334972,3748,4031.5015812969737,33,True,2836,False,658,802,45896259,174552883
1665977114,159024,1400,411.254179310071,9,True,925,False,658,802,45895728,174555530
1665977114,483066,1198,1936.9793493994716,9,True,2836,False,658,802,45898392,174553042
1665977114,273389,1457,6112.378260546381,36,True,925,False,658,802,45895620,174555818
1665977114,454279,1455,413.73421420037283,1,True,1831,False,658,802,45862950,174564010
1665977114,159039,2374,647.6858806551213,1,True,473,False,658,802,45896190,174554821
1665977114,496025,681,1212.5860794186942,2,True,1276,False,658,802,45880733,174580196
1665977114,532606,2342,454.58772530722825,2,True,875,False,658,802,45859810,174579420
1665977114,51479,1175,68.8839603971781,1,True,3283,False,658,802,45860164,174572482
1665977114,287655,4753,8169.451633983765,17,True,230,False,658,802,45877759,174578692
1665977114,373801,171,3332.417890961456,4,True,83,False,658,802,45870564,174546942
1665977114,116621,920,3075.8902776269506,6,True,2032,False,658,802,45855637,174569692
1665977114,12973,4311,361.4484748895754,5,True,3718,False,658,802,45862946,174583985
1665977114,89,1273,5964.493775669483,11,True,83,False,658,802,45870564,174546942
1665977114,22582,94,1550.4944372683185,2,True,1543,False,658,802,45877890,174578340
1665977114,480559,1414,189.274932307477,6,True,538,False,658,802,45879921,174546626
1665977114,88,1894,2317.5711423816097,5,True,82,False,658,802,45863030,174564980
1665977114,162151,726,1724.1244154642668,3,True,620,False,658,802,45892908,174566908
1665977114,357227,1632,10449.35404702128,30,True,3840,False,658,802,45892888,174567981
1665977114,392759,2835,69.57010852370435,1,True,3156,False,658,802,45886884,174562531
1665977114,267686,513,2464.5360618177206,1,True,130,False,658,802,45848681,174583880
1665977114,253371,2738,576.0555528766301,1,True,1941,False,658,802,45820104,174523236
1665977114,165207,2723,1732.769459564659,1,True,1941,False,658,802,45819784,174525705
1665977114,376533,368,1030.73808506332,1,True,2208,False,658,802,45832424,174540670
1665977114,550663,4258,2562.1485124793217,22,True,4130,False,658,802,45896047,174554578
1665977114,110606,2518,53.33854141237835,1,True,1585,False,658,802,45892958,174566355
1665977114,480562,4294,7213.983157729162,15,True,1266,False,658,802,45885886,174563236
1665977114,137869,4752,9460.545544523318,54,True,1811,False,658,802,45896917,174551954
1665977114,174195,236,1324.3715490752586,1,True,369,False,658,802,45902806,174555734
1665977114,177190,1694,12223.392082396767,59,True,93,False,658,802,45902806,174555734
1665977114,168121,309,25.317977802344327,1,True,4646,False,658,802,45892908,174566908
1665977114,140945,4696,3725.5808943035986,4,True,2742,False,658,802,45886884,174562531
1665977114,537895,2018,5118.364777934453,34,True,1754,False,658,802,45894980,174554750
1665977114,384548,3001,5597.58028079991,20,True,723,False,658,802,45884568,174549661
1665977114,165208,2728,6546.274436654791,16,True,3245,False,658,802,45887243,174550790
1665977114,472659,4002,130.11533345459327,1,True,868,False,658,802,45898786,174565946
1665977114,477934,634,6714.877288528808,2,True,2921,False,658,802,45919951,174516559
1665977114,403629,1204,5246.3447275222015,1,True,1071,False,658,802,45920072,174552641
1665977114,435627,1235,6281.024916365162,6,True,1720,False,658,802,45900860,174579410
1665977114,440996,2459,781.3609921156801,1,True,1119,False,658,802,45901193,174587577
1665977114,159019,144,664.8308055437865,2,True,2573,False,658,802,45912464,174588132
1665977114,422236,473,3237.3237403756825,2,True,1731,False,658,802,45902274,174589909
1665977114,390033,2178,7931.721124699229,44,True,1368,False,658,802,45897332,174552722
1665977114,334973,3114,8722.887423324917,35,True,915,False,658,802,45889647,174545036
1665977114,449043,1724,3702.298340220572,11,True,26,False,658,802,45895743,174547743
1665977114,153048,583,4608.5817775103005,9,True,3426,False,658,802,45885909,174536379
1665977114,89106,3211,3160.8587440757296,1,True,1362,False,658,802,45885970,174526360
1665977114,174193,3720,3679.0543621968945,12,True,3854,False,658,802,45907759,174546285
1665977114,209744,3829,11433.485295394401,3,True,42,False,658,802,45924573,174557435
1665977114,273387,4030,817.2056044839634,1,True,991,False,658,802,45905899,174526998
1665977114,45035,488,10279.725336797672,31,True,2847,False,658,802,45905669,174544560
1665977114,456864,3909,4550.013626353222,3,True,369,False,658,802,45902806,174555734
1665977114,454280,158,3444.2139887062767,9,True,3854,False,658,802,45907759,174546285
1665977114,89135,454,521.7853964993654,1,True,395,False,658,802,45912289,174526370
1665977114,516904,1658,293.6153946917634,1,True,1272,False,658,802,45861427,174575615
1665977114,177195,101,86.83317338436964,1,True,1831,False,658,802,45875792,174574232
1665977114,313018,4325,2162.4823698703303,14,True,2065,False,658,802,45861700,174583580
1665977114,279195,400,5931.088011486594,14,True,425,False,658,802,45887481,174555696
1665977114,156047,2080,4873.103733761472,7,True,3156,False,658,802,45885886,174563236
1665977114,215710,941,4230.011820314454,15,True,4275,False,658,802,45892850,174552390
1665977114,519413,967,3983.500470691575,3,True,689,False,658,802,45885892,174563248
1665977114,174196,412,136.06616037795732,2,True,407,False,658,802,45897008,174553031
1665977114,282034,741,19185.023455810526,143,True,96,False,658,802,45885886,174563236
1665977114,451738,3980,11287.51894793537,58,True,2836,False,658,802,45898300,174553788
1665977114,16099,2311,184.58873205046942,4,True,93,False,658,802,45896150,174555690
1665977114,236055,2743,743.7882763259986,1,True,492,False,658,802,45892850,174552390
1665977114,122659,3670,133.5440002396214,2,True,4130,False,658,802,45897597,174552952
1665977114,472664,469,2197.7700061653404,2,True,1700,False,658,802,45819784,174525705
1665977114,247693,3360,438.7710108929258,1,True,1355,False,658,802,45894980,174554750
1665977114,293214,1076,1202.2383291178169,2,True,611,False,658,802,45862520,174576340
1665977114,542950,723,5236.142186763075,14,True,3483,False,658,802,45884568,174549661
1665977114,230205,1126,14981.57925587286,112,True,425,False,658,802,45887481,174555696
1665977114,376539,1880,5181.971150054775,2,True,2270,False,658,802,45919660,174549308
1665977114,125700,3872,750.483177692878,1,True,1579,False,658,802,45860307,174548890
1665977114,236060,2799,4221.469530862446,1,True,3107,False,658,802,45841850,174559905
1665977114,524710,3984,3350.6126305498224,2,True,1725,False,658,802,45838570,174574635
1665977114,186096,1179,1190.1701559020878,1,True,4573,False,658,802,45850931,174497166
1665977114,194870,4731,2633.3098944104545,1,True,2176,False,658,802,45853252,174530042
1665977114,293213,680,5035.951747187417,3,True,844,False,658,802,45860907,174525837
1665977114,3219,2243,1651.8020462513055,1,True,2055,False,658,802,45887481,174555696
1665977114,348811,1693,8941.139804297884,40,True,3185,False,658,802,45887481,174555696
1665977114,379180,4095,14334.939762691714,113,True,1693,False,658,802,45885675,174551319
1665977114,19402,4130,75.8023746329889,1,True,1587,False,658,802,45897008,174553031
1665977114,424980,1970,769.605093538238,1,True,1003,False,658,802,45887243,174550790
1665977114,233013,2880,8863.755637425933,48,True,4019,False,658,802,45897008,174553031
1665977114,200772,1568,2235.58068519121,1,True,3801,False,658,802,45860803,174537004
1665977114,224396,2851,1162.9006836355372,1,True,1281,False,658,802,45906263,174574373
1665977114,490851,1920,1656.8056615065027,3,True,1920,True,658,802,45894297,174589367
1665977114,490826,240,12192.08288193613,20,True,2303,False,658,802,45856607,174536801
1665977114,224392,2884,3457.470896479101,1,True,675,False,658,802,45862134,174526400
1665977114,168124,4279,985.7920673245449,1,True,1273,False,658,802,45868335,174545710
1665977114,94,88,99.4786409235671,1,True,88,True,658,802,45866450,174536750
1665977114,150000,3307,5039.595420269369,1,True,2297,False,658,802,45864617,174511544
1665977114,57727,2685,2189.7810392822385,5,True,1901,False,658,802,45865154,174557054
1665977114,70312,3265,3618.6181064047087,5,True,4342,False,658,802,45868335,174545710
1665977114,337718,3330,1963.7377625334805,3,True,88,False,658,802,45866450,174536750
1665977114,177197,4368,5061.200252904443,2,True,4218,False,658,802,45859122,174540364
1665977114,174199,4218,1677.528241192976,1,True,747,False,658,802,45874074,174536705
1665977114,16100,3747,1328.4968949907259,7,True,1567,False,658,802,45876251,174545467
1665977114,443679,3259,1409.2792484103354,1,True,161,False,658,802,45874046,174535364
1665977114,32119,4651,1610.4164057783316,2,True,604,False,658,802,45873329,174545627
1665977114,95405,1418,10173.946382795617,37,True,266,False,658,802,45877890,174578340
1665977114,524706,4308,1799.0133406953935,3,True,4170,False,658,802,45912080,174529170
1665977114,256232,207,138.13037319865606,1,True,1543,False,658,802,45878123,174577620
1665977114,144001,1220,1017.0452300659986,2,True,2740,False,658,802,45866351,174556191
1665977114,315752,4003,871.9231617522269,3,True,2037,False,658,802,45876860,174545700
1665977114,561034,1274,1742.4729553137977,2,True,1622,False,658,802,45872960,174545650
1665977114,503897,2861,3554.562279662575,6,True,604,False,658,802,45872518,174545918
1665977114,107542,2931,801.1753865415487,4,True,434,False,658,802,45880110,174548040
1665977114,101606,4175,1290.25966378865,5,True,3573,False,658,802,45876580,174545960
1665977114,509050,1708,724.1167033013394,3,True,434,False,658,802,45880110,174548040
1665977114,529982,835,577.0684534784414,1,True,2002,False,658,802,45920114,174542742
1665977114,206677,1771,5375.752412453535,1,True,3524,False,658,802,45927565,174521517
1665977114,104582,2134,229.53866776645717,1,True,2034,False,658,802,45874701,174571605
1665977114,189068,3568,1015.986220378997,1,True,207,False,658,802,45880733,174580196
1665977114,191940,2887,1342.490968312264,4,True,2065,False,658,802,45864785,174580827
1665977114,79833,3874,2370.6338814755854,2,True,1546,False,658,802,45866523,174578800
1665977114,524698,4155,2443.108061465968,5,True,2038,False,658,802,45856856,174575762
1665977114,206672,1810,4961.3229082574335,16,True,981,False,658,802,45869364,174570875
1665977114,310174,695,2813.60587147525,4,True,101,False,658,802,45875922,174572196
1665977114,290374,4317,1038.9927814956175,4,True,981,False,658,802,45862111,174564163
1665977114,244726,4429,921.39133922563,1,True,4036,False,658,802,45859959,174581509
1665977114,153051,1276,2023.7186069214267,3,True,101,False,658,802,45877890,174578340
1665977114,177186,4539,4845.0372547587285,16,True,1423,False,658,802,45865723,174573423
1665977114,143995,2441,279.1003403795846,2,True,1625,False,658,802,45862946,174583985
1665977114,209754,748,5255.624130395932,11,True,2034,False,658,802,45877890,174578340
1665977114,48305,2113,9739.107402631927,31,True,2051,False,658,802,45877890,174578340
1665977114,12967,418,2251.9347237431193,8,True,611,False,658,802,45865368,174580855
1665977114,45053,2761,5961.344311478746,2,True,976,False,658,802,45927565,174521517
1665977114,224394,2428,1073.8836063559215,1,True,1965,False,658,802,45897720,174529815
1665977114,177183,3823,2760.8000651984926,1,True,2428,False,658,802,45896370,174524880
1665977114,38504,2852,9328.308796346742,9,True,3823,False,658,802,45896370,174524880
1665977114,427557,4172,4983.798751956182,7,True,3570,False,658,802,45893272,174535152
1665977114,456862,4087,1188.5272399065998,2,True,1693,False,658,802,45885356,174542714
1665977114,101,2067,1013.8500875376004,2,True,94,False,658,802,45865368,174580855
1665977114,35370,4556,7121.615898095039,25,True,666,False,658,802,45889630,174546285
1665977114,262053,1655,3453.38239990882,6,True,2126,False,658,802,45890990,174546350
1665977114,203738,1424,6888.561896361242,22,True,492,False,658,802,45890990,174546350
1665977114,162147,1965,3302.527819716285,1,True,3825,False,658,802,45895346,174532388
1665977114,365591,2056,6070.8823905590525,10,True,3825,False,658,802,45895346,174532388
1665977114,270511,3425,717.9310551856634,1,True,227,False,658,802,45866836,174581477
1665977114,89127,572,510.7680491181883,1,True,3536,False,658,802,45858466,174584141
1665977114,561021,2399,3189.668634827135,1,True,3380,False,658,802,45885010,174520190
1665977114,548095,1070,1383.1286997239267,2,True,404,False,658,802,45887304,174545246
1665977114,38512,3572,4591.526979121434,8,True,3103,False,658,802,45877759,174578692
1665977114,82941,1515,351.7627041060493,2,True,4507,False,658,802,45867880,174573167
1665977114,146967,3423,766.5070123619222,1,True,1562,False,658,802,45851335,174555897
1665977114,247687,2460,1861.5934035121634,2,True,2063,False,658,802,45867462,174566858
1665977114,48301,372,35.0,1,True,538,False,658,802,45879921,174546626
1665977114,509048,3881,1007.0491547089447,4,True,972,False,658,802,45867851,174574247
1665977114,90,553,117.5967686630887,1,True,84,False,658,802,45867766,174566793
1665977114,28939,1922,2666.6145203234755,4,True,1076,False,658,802,45855637,174569692
1665977114,456856,2663,9314.35580166444,44,True,90,False,658,802,45873748,174550525
1665977114,212731,1976,1651.588629168898,3,True,223,False,658,802,45861844,174579248
1665977114,73399,3428,3369.0094983540785,5,True,119,False,658,802,45873329,174545627
1665977114,191944,865,637.8855696753141,1,True,428,False,658,802,45854334,174566846
1665977114,408973,3852,313.765836253726,1,True,1283,False,658,802,45850935,174552690
1665977114,6491,3911,289.0847626562147,5,True,723,False,658,802,45880173,174546649
1665977114,89121,871,602.4699162613848,1,True,1017,False,658,802,45869057,174574903
1665977114,206676,4504,2693.2369000888134,1,True,3223,False,658,802,45892888,174524550
1665977114,307299,3933,185.27007313648906,1,True,3053,False,658,802,45846823,174586799
1665977114,545548,1690,974.6240300751875,1,True,1362,False,658,802,45889549,174535543
1665977114,79837,891,3995.529752110476,3,True,1895,False,658,802,45874164,174536556
1665977114,279196,1546,465.2418725781247,1,True,3718,False,658,802,45864785,174580827
1665977114,153049,4899,5852.580371084194,5,True,2976,False,658,802,45874164,174536556
1665977114,48304,227,688.448981406756,7,True,1704,False,658,802,45863396,174583501
1665977114,304459,763,548.2955407442231,1,True,227,False,658,802,45859748,174579158
1665977114,259148,1938,1133.044129767239,1,True,2716,False,658,802,45889630,174546285
1665977114,25842,2705,5135.838879871525,21,True,1117,False,658,802,45865723,174573423
1665977114,348808,620,1822.4469813961666,2,True,1585,False,658,802,45892700,174568290
1665977114,253374,1166,5658.9575895212365,12,True,442,False,658,802,45889647,174545036
1665977114,351610,4036,1007.5098014411572,1,True,3298,False,658,802,45856521,174587350
1665977114,70310,537,23648.107175839676,172,True,391,False,658,802,45898300,174553788
1665977114,427559,289,9387.326829294909,1,True,3239,False,658,802,45830737,174561329
1665977114,398151,546,83.60023923410746,1,True,305,False,658,802,45885839,174536161
1665977114,387335,493,1199.7766458803906,1,True,1790,False,658,802,45897286,174566670
1665977114,329454,2407,378.60929729735903,3,True,1884,False,658,802,45867880,174573167
1665977114,128720,534,1271.4515326979633,5,True,1542,False,658,802,45894039,174584286
1665977114,310171,1314,643.386353601007,1,True,1905,False,658,802,45884295,174582147
1665977114,563516,1805,4949.471587957648,6,True,1643,False,658,802,45895360,174576670
1665977114,22580,3391,2301.8344857960574,2,True,2179,False,658,802,45902158,174585237
1665977114,501222,495,7776.722510158119,17,True,3537,False,658,802,45895360,174576670
1665977114,63996,2249,1030.2465724281735,2,True,1876,False,658,802,45884468,174592977
1665977114,73408,2735,1626.7962380089277,7,True,1378,False,658,802,45884437,174581933
1665977114,509053,4044,2832.371621097768,7,True,1325,False,658,802,45890977,174577191
1665977114,270517,2040,44.40720662234904,1,True,2040,True,658,802,45890444,174572525
1665977114,256234,591,4286.168685434581,7,True,3438,False,658,802,45887530,174576520
1665977114,321239,255,8009.56709192201,19,True,1250,False,658,802,45895360,174576670
1665977114,180226,1831,960.0130207450313,3,True,1314,False,658,802,45884295,174582147
1665977114,296038,758,6478.874747979004,17,True,3438,False,658,802,45887530,174576520
1665977114,92249,876,9402.781981945556,28,True,1250,False,658,802,45895360,174576670
1665977114,293207,370,403.4067426308093,1,True,4626,False,658,802,45884046,174582459
1665977114,168112,3064,2017.2000396589328,2,True,327,False,658,802,45887530,174576520
1665977114,95398,797,1992.467063717742,1,True,2189,False,658,802,45875142,174590607
1665977114,48299,1743,3930.438397939853,19,True,324,False,658,802,45874288,174647503
1665977114,22586,2347,601.295268566118,1,True,717,False,658,802,45869765,174595640
1665977114,67178,2169,431.7927743721518,1,True,2204,False,658,802,45873015,174626148
1665977114,488207,2192,367.83963897328954,1,True,3178,False,658,802,45900986,174582830
1665977114,76560,3835,658.1101731473234,2,True,717,False,658,802,45869765,174595640
1665977114,273386,17,2013.4023442918706,2,True,3266,False,658,802,45907170,174569840
1665977114,85994,1342,19984.950462785742,27,True,2204,False,658,802,45873015,174626148
1665977114,337726,4185,4437.779737661615,2,True,4185,True,658,802,45899430,174590080
1665977114,48300,3160,8557.50413379976,6,True,3071,False,658,802,45871427,174624974
1665977114,35362,3181,1669.6209150582656,3,True,3558,False,658,802,45866326,174602374
1665977114,22588,4701,978.840640758239,1,True,3408,False,658,802,45867072,174602180
1665977114,454276,2798,3194.3996306035347,2,True,2593,False,658,802,45882640,174597842
1665977114,279194,3071,2347.2647911984704,3,True,1777,False,658,802,45868994,174597121
1665977114,419678,2571,155.05160431288675,1,True,4094,False,658,802,45879848,174648286
1665977114,12969,1772,201.63581031156147,1,True,1425,False,658,802,45874288,174647503
1665977114,337729,3004,913.1188312591083,1,True,73,False,658,802,45884468,174592977
1665977114,376546,1838,4522.2721059219775,6,True,1086,False,658,802,45897498,174588194
1665977114,516887,1865,1269.4695742710812,3,True,4054,False,658,802,45890563,174573599
1665977114,206667,1737,752.2898377620157,1,True,196,False,658,802,45878269,174600078
1665977114,171188,1279,1989.5587450487608,1,True,167,False,658,802,45907518,174567959
1665977114,284884,2744,2457.1756143995894,1,True,1086,False,658,802,45897498,174588194
1665977114,296034,775,1206.5077703852553,2,True,1354,False,658,802,45875997,174650469
1665977114,98382,2486,106.88779163215975,1,True,4398,False,658,802,45874664,174648154
1665977114,310177,2005,9143.141254514227,2,True,3815,False,658,802,45889193,174615514
1665977114,134863,329,346.71602212761957,1,True,587,False,658,802,45870770,174595580
1665977114,197827,187,6008.647934435833,26,True,1465,False,658,802,45875776,174650671
1665977114,498606,1319,4699.71956610179,6,True,2990,False,658,802,45879753,174634491
1665977114,92243,335,4835.1642164460145,20,True,3170,False,658,802,45874747,174650152
1665977114,540434,2898,3115.093096522157,1,True,484,False,658,802,45897160,174590150
1665977114,501220,3184,1042.9137068808714,1,True,2192,False,658,802,45902763,174586284
1665977114,28937,2797,2732.0184845641143,13,True,3170,False,658,802,45875866,174650314
1665977114,218639,3827,6419.409630176283,4,True,3119,False,658,802,45859514,174606372
1665977114,41711,470,4621.237280209706,1,True,2937,False,658,802,45884761,174635144
1665977114,566064,3298,3153.860491524633,6,True,2666,False,658,802,45856330,174579593
1665977114,529974,1094,224.96444163467257,2,True,3160,False,658,802,45864213,174615211
1665977114,511729,3087,920.4390256828532,2,True,3087,True,658,802,45879039,174649978
1665977114,535233,1673,17456.581137210116,41,True,2937,False,658,802,45884761,174635144
1665977114,104580,3668,9049.770660077525,10,True,259,False,658,802,45859397,174606289
1665977114,92257,1169,2870.9319044519325,3,True,1703,False,658,802,45852846,174602424
1665977114,368308,1909,108.72442227944924,1,True,3694,False,658,802,45874757,174650325
1665977114,89113,3552,20.0,1,True,483,False,658,802,45880013,174634613
1665977114,548098,1237,637.6362599476288,4,True,1319,False,658,802,45879923,174634741
1665977114,203733,40,369.47665690811914,2,True,1319,False,658,802,45879942,174634576
1665977114,287656,614,20992.874338689307,47,True,1779,False,658,802,45884225,174633972
1665977114,359993,3620,185.15128949051368,2,True,1451,False,658,802,45870996,174595448
1665977114,438284,2751,29374.833378250845,55,True,1304,False,658,802,45884742,174633571
1665977114,76558,2285,7826.976747122736,5,True,1673,False,658,802,45873040,174625865
1665977114,12963,4208,13573.619745668433,15,True,1673,False,658,802,45872691,174625967
1665977114,104572,186,514.2334100386711,1,True,1033,False,658,802,45875400,174648139
1665977114,406334,1837,591.3307027374784,3,True,791,False,658,802,45879636,174648191
1665977114,186097,2237,12576.16038383735,13,True,1319,False,658,802,45879856,174634533
1665977114,32104,832,113.14592347937243,1,True,3708,False,658,802,45879933,174650744
1665977114,462105,196,2236.7004716769743,1,True,540,False,658,802,45881191,174596618
1665977114,351614,2786,187.25650856512306,1,True,224,False,658,802,45870386,174606490
1665977114,218638,2123,740.0006756753672,1,True,972,False,658,802,45873171,174577055
1665977114,408974,963,39.408120990476064,1,True,2733,False,658,802,45858344,174577760
1665977114,221500,2687,257.1633721975196,2,True,1095,False,658,802,45863946,174582310
1665977114,456858,1160,306.80449801135575,1,True,1562,False,658,802,45851420,174554680
1665977114,128716,1986,621.4378488634242,1,True,702,False,658,802,45861811,174593153
1665977114,467442,2081,824.5459356518593,1,True,972,False,658,802,45856817,174571067
1665977114,373805,2177,6706.482908350696,12,True,3527,False,658,802,45872058,174580832
1665977114,315754,1901,723.5316164480996,2,True,235,False,658,802,45863367,174559783
1665977114,373797,4554,1060.509783076045,2,True,1781,False,658,802,45872485,174586837
1665977114,459457,78,315.9303720758737,2,True,1699,False,658,802,45850935,174552690
1665977114,171191,1241,590.8113065945844,1,True,20,False,658,802,45859852,174565050
1665977114,6488,2674,332.9624603465081,1,True,494,False,658,802,45859570,174562510
1665977114,490831,2058,724.5916091150932,3,True,996,False,658,802,45906017,174528217
1665977114,485673,1916,23888.95110715412,33,True,269,False,658,802,46050899,174947569
1665977114,221540,574,595.363754355268,1,True,777,False,658,802,46051728,174940222
1665977114,332271,1018,8905.029702364838,13,True,4557,False,658,802,46043232,174940147
1665977114,215714,472,323473.21899192827,40,True,1975,False,658,802,46043162,174939975
1665977114,276287,3491,6244.400451604622,11,True,31,False,658,802,46045870,174938788
1665977114,57728,44,4271.9768257798405,4,True,457,False,658,802,46042316,174954242
1665977114,516911,184,27.730849247724095,1,True,2485,False,658,802,46062288,174947094
1665977114,264847,1745,39136.31543719976,34,True,2159,False,658,802,46052464,174930471
1665977114,307300,1550,6170.669007490193,6,True,777,False,658,802,46051597,174947220
1665977114,470047,4543,328839.58704055083,41,True,317,False,658,802,46043478,174939239
1665977114,498614,3410,1031.1207494760251,1,True,2159,False,658,802,46052393,174932299
1665977114,113669,3532,1559.4896601132052,10,True,958,False,658,802,45920123,174542534
1665977114,304464,1523,7668.924370470738,2,True,1786,False,658,802,45774990,174561220
1665977114,451740,2697,278.21754078418564,2,True,3346,False,658,802,45920947,174542656
1665977114,357225,3090,3004.8509114430285,8,True,214,False,658,802,45905669,174544560
1665977114,524713,2011,5913.037290597786,3,True,830,False,658,802,45907200,174556440
1665977114,82936,2478,2470.3202221574434,1,True,446,False,658,802,45768655,174566775
1665977114,503901,1759,176.07100840286,1,True,1759,True,658,802,45764668,174569944
1665977114,147010,3006,4121.446954650757,6,True,2352,False,658,802,45767476,174566349
1665977114,45056,1551,7822.270897891482,11,True,1041,False,658,802,45765111,174571328
1665977114,203743,1183,6718.302538588151,3,True,2487,False,658,802,45769653,174578806
1665977114,490843,637,2557.8588702272064,4,True,996,False,658,802,45908534,174530923
1665977114,12966,1784,1488.919406818247,2,True,3395,False,658,802,45911110,174530490
1665977114,298821,740,4507.77605921146,8,True,980,False,658,802,45767217,174569826
1665977114,107543,1559,915.1633733929697,2,True,407,False,658,802,45898300,174553788
1665977114,32120,4495,4468.430820769188,3,True,1632,False,658,802,45895979,174575393
1665977114,16088,3965,1365.6430719628024,1,True,96,False,658,802,45887697,174556801
1665977114,85998,2984,2576.0438660861346,6,True,402,False,658,802,45874835,174545439
1665977114,529983,3950,5067.768147814183,18,True,3750,False,658,802,45865723,174573423
1665977114,553219,2436,915.1568171630478,1,True,78,False,658,802,45845467,174552526
1665977114,373804,1180,3684.836495694212,4,True,78,False,658,802,45849298,174548682
1665977114,332219,984,454.25213263120736,1,True,1795,False,658,802,45846475,174587390
1665977114,194872,2289,1581.5157286603253,2,True,852,False,658,802,45872453,174584718
1665977114,16103,2558,4301.88853876992,12,True,2400,False,658,802,45866653,174574425
1665977114,28941,4426,182.22239159883728,1,True,352,False,658,802,45880110,174548040
1665977114,137864,3608,1182.5130020426836,1,True,1571,False,658,802,45856220,174583459
1665977114,550661,1140,10346.744657137335,45,True,369,False,658,802,45902813,174555825
1665977114,162150,2046,598.4145720150872,2,True,1862,False,658,802,45920114,174542742
1665977114,456845,987,1046.885858152645,2,True,2921,False,658,802,45912017,174526299
1665977114,67179,1931,6142.364121411234,3,True,3524,False,658,802,45927565,174521517
1665977114,79834,927,181.12150617748296,1,True,1862,False,658,802,45921088,174542209
1665977114,215706,2057,7480.817401861911,2,True,830,False,658,802,45914350,174561390
1665977114,424987,4837,4784.317401678112,4,True,2976,False,658,802,45867140,174551189
1665977114,212728,3099,2457.3410426719365,3,True,3434,False,658,802,45871867,174544242
1665977114,362768,2534,1452.9432198128047,2,True,2355,False,658,802,45861490,174545510
1665977114,459487,3919,2581.0705143409004,6,True,557,False,658,802,45865154,174557054
