dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,baseline_courier_lat,baseline_courier_lng,actual_courier_lat,actual_courier_lng,platform_order_time,wait_for_assignment_seconds,cost_function,mode,strategy_key,bundling_on,micro_batch_sec,unit_type,bundle_size
1665977114,304465,3342,440.1136216933077,1,True,True,1941,False,658,802,45821950,174527737,45822222,174528083,0,0,1665977097,17,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,206680,2100,1557.5573825705428,1,True,True,3750,False,658,802,45856330,174579593,45856611,174578061,0,0,1665976736,378,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,540428,922,212.22865028077618,1,True,True,596,False,658,802,45863303,174559942,45863374,174560142,0,0,1665976852,262,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,6485,2903,67.89698078707183,1,True,True,875,False,658,802,45860664,174572467,45860597,174572478,0,0,1665976986,128,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,177189,4694,901.2818649013193,1,True,True,2065,False,658,802,45861700,174583580,45862155,174582802,0,0,1665976952,162,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,98378,1901,821.8862451702182,1,True,True,1688,False,658,802,45863303,174559942,45864084,174559686,0,0,1665976780,334,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,296029,2460,1861.5934035121634,1,True,True,1610,False,658,802,45867462,174566858,45865945,174565779,0,0,1665976748,366,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,73398,2862,224.66419385384935,1,True,True,227,False,658,802,45863946,174582310,45864061,174582503,0,0,1665976820,294,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,406339,1515,351.7627041060493,1,True,True,218,False,658,802,45867880,174573167,45868229,174573211,0,0,1665976684,430,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,387333,2411,551.7435998722596,1,True,True,1259,False,658,802,45858283,174576801,45857813,174577090,0,0,1665976852,262,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,318433,250,1662.174479409427,1,True,True,330,False,658,802,45911894,174529244,45910312,174528734,0,0,1665976933,181,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,25840,1970,172.7917822120022,1,True,True,2793,False,658,802,45886610,174551440,45886779,174551404,0,0,1665977069,45,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,334972,412,766.110305373841,1,True,True,391,False,658,802,45896259,174552883,45897025,174552896,0,0,1665976865,249,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,483066,1559,401.00872808456427,1,True,True,2836,False,658,802,45898392,174553042,45898010,174552920,0,0,1665976746,368,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,273389,2554,337.7217789838257,1,True,True,925,False,658,802,45895620,174555818,45895954,174555868,0,0,1665976805,309,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,159039,2374,647.6858806551213,1,True,True,4393,False,658,802,45896190,174554821,45896121,174555465,0,0,1665976900,214,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,532606,4708,422.24637357827004,1,True,True,875,False,658,802,45859810,174579420,45859446,174579634,0,0,1665977105,9,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,51479,1175,68.8839603971781,1,True,True,3283,False,658,802,45860164,174572482,45860103,174572514,0,0,1665976910,204,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,287655,207,1219.9967213070697,1,True,True,230,False,658,802,45877759,174578692,45878045,174577506,0,0,1665976916,198,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,373801,3099,2128.438394692221,1,True,True,83,False,658,802,45870564,174546942,45869553,174545069,0,0,1665976998,116,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,116621,3369,1763.0207032250075,1,True,True,2032,False,658,802,45855637,174569692,45854328,174570873,0,0,1665976536,578,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,12973,1423,113.35784048754634,1,True,True,3718,False,658,802,45862946,174583985,45863031,174584060,0,0,1665976875,239,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,89,2423,2906.839004829817,1,True,True,83,False,658,802,45870564,174546942,45868656,174544749,0,0,1665976227,887,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,22582,94,1550.4944372683185,1,True,True,1543,False,658,802,45877890,174578340,45876678,174579307,0,0,1665976785,329,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,480559,372,35.0,1,True,True,538,False,658,802,45879921,174546626,45879900,174546598,0,0,1665976504,610,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,88,2072,1855.67939041204,1,True,True,1620,False,658,802,45863030,174564980,45861565,174563841,0,0,1665976740,374,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,162151,2518,501.9322663467652,1,True,True,1105,False,658,802,45892908,174566908,45892952,174566408,0,0,1665976864,250,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,357227,973,2110.161368237036,1,True,True,3840,False,658,802,45892888,174567981,45890798,174568272,0,0,1665976302,812,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,392759,2835,69.57010852370435,1,True,True,2742,False,658,802,45886884,174562531,45886862,174562597,0,0,1665977075,39,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,267686,513,2464.5360618177206,1,True,True,130,False,658,802,45848681,174583880,45846218,174583967,0,0,1665976905,209,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,253371,3774,1267.763779258581,1,True,True,1941,False,658,802,45820104,174523236,45819805,174522004,0,0,1665977013,101,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,165207,2723,1732.769459564659,1,True,True,1941,False,658,802,45819784,174525705,45820045,174527418,0,0,1665977076,38,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,376533,368,1030.73808506332,1,True,True,2208,False,658,802,45832424,174540670,45833454,174540709,0,0,1665976542,572,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,550663,3754,612.2172816900876,1,True,True,4130,False,658,802,45896047,174554578,45895544,174554927,0,0,1665976875,239,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,110606,726,1766.3578346416673,1,True,True,1102,False,658,802,45892958,174566355,45891210,174566609,0,0,1665977085,29,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,480562,4223,3875.4398460045795,1,True,True,1266,False,658,802,45885886,174563236,45888711,174560583,0,0,1665977074,40,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,174195,3279,3965.4388155663178,1,True,True,369,False,658,802,45902806,174555734,45898885,174555142,0,0,1665977079,35,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,177190,3909,4550.013626353222,1,True,True,2696,False,658,802,45902806,174555734,45907274,174556594,0,0,1665976949,165,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,168121,2066,2891.361789883791,1,True,True,1105,False,658,802,45892908,174566908,45890866,174568955,0,0,1665976638,476,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,140945,238,3209.43188119019,1,True,True,2742,False,658,802,45886884,174562531,45889971,174561653,0,0,1665976893,221,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,537895,1131,511.8564251819059,1,True,True,1754,False,658,802,45894980,174554750,45894866,174555249,0,0,1665976726,388,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,384548,2318,1767.5519794337026,1,True,True,723,False,658,802,45884568,174549661,45885716,174551005,0,0,1665976967,147,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,165208,117,840.866814662108,1,True,True,4378,False,658,802,45887243,174550790,45886807,174551509,0,0,1665976889,225,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,472659,4002,130.11533345459327,1,True,True,868,False,658,802,45898786,174565946,45898803,174566075,0,0,1665976836,278,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,477934,634,6714.877288528808,1,True,True,2921,False,658,802,45919951,174516559,45919027,174523210,0,0,1665977104,10,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,403629,1204,5246.3447275222015,1,True,True,1071,False,658,802,45920072,174552641,45921290,174547538,0,0,1665976932,182,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,435627,1756,1528.7288837462318,1,True,True,1720,False,658,802,45900860,174579410,45899366,174579086,0,0,1665977084,30,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,440996,2459,781.3609921156801,1,True,True,1119,False,658,802,45901193,174587577,45901086,174588351,0,0,1665977093,21,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,159019,1111,201.16162655934158,1,True,True,2573,False,658,802,45912464,174588132,45912649,174588053,0,0,1665976939,175,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,422236,473,3237.3237403756825,1,True,True,1731,False,658,802,45902274,174589909,45905090,174588312,0,0,1665977064,50,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,390033,249,270.6972478618872,1,True,True,1368,False,658,802,45897332,174552722,45897481,174552948,0,0,1665976741,373,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,334973,278,406.00492607848986,1,True,True,915,False,658,802,45889647,174545036,45890053,174545034,0,0,1665976961,153,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,449043,2856,1098.8430279161805,1,True,True,26,False,658,802,45895743,174547743,45896427,174548603,0,0,1665977051,63,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,153048,546,285.70089254323307,1,True,True,3426,False,658,802,45885909,174536379,45885889,174536094,0,0,1665976936,178,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,89106,3211,3160.8587440757296,1,True,True,1362,False,658,802,45885970,174526360,45883752,174524108,0,0,1665976203,911,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,174193,1282,301.7167545894659,1,True,True,268,False,658,802,45907759,174546285,45907466,174546213,0,0,1665976741,373,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,456864,287,5551.335154717287,1,True,True,369,False,658,802,45902806,174555734,45897357,174556795,0,0,1665976823,291,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,454280,1694,1685.8813718645806,1,True,True,268,False,658,802,45907759,174546285,45909089,174545249,0,0,1665977052,62,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,89135,454,521.7853964993654,1,True,True,3150,False,658,802,45912289,174526370,45912451,174526866,0,0,1665977013,101,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,177195,101,86.83317338436964,1,True,True,1831,False,658,802,45875792,174574232,45875750,174574308,0,0,1665976816,298,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,313018,877,1354.1344098722254,1,True,True,2065,False,658,802,45861700,174583580,45862572,174584616,0,0,1665976868,246,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,279195,2243,1651.8020462513055,1,True,True,425,False,658,802,45887481,174555696,45885896,174556161,0,0,1665976983,131,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,156047,967,3990.469646545379,1,True,True,2742,False,658,802,45885886,174563236,45883768,174566618,0,0,1665976658,456,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,215710,2743,743.7882763259986,1,True,True,4275,False,658,802,45892850,174552390,45892736,174553125,0,0,1665976991,123,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,174196,405,1387.571259431385,1,True,True,407,False,658,802,45897008,174553031,45898131,174552216,0,0,1665977066,48,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,282034,3134,4777.907596427541,1,True,True,3185,False,658,802,45885886,174563236,45890662,174563371,0,0,1665977059,55,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,451738,3162,2429.6637627457835,1,True,True,565,False,658,802,45898300,174553788,45898095,174551367,0,0,1665976876,238,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,16099,859,101.92153844992725,1,True,True,2773,False,658,802,45896150,174555690,45896122,174555788,0,0,1665976831,283,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,236055,465,2575.23299916726,1,True,True,749,False,658,802,45892850,174552390,45894985,174550950,0,0,1665976527,587,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,472664,469,2197.7700061653404,1,True,True,1700,False,658,802,45819784,174525705,45819991,174527893,0,0,1665976833,281,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,247693,1616,869.505606652424,1,True,True,4843,False,658,802,45894980,174554750,45894866,174555612,0,0,1665976693,421,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,293214,2558,684.0884445742378,1,True,True,611,False,658,802,45862520,174576340,45862531,174575656,0,0,1665976750,364,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,542950,1664,2691.285566416169,1,True,True,3483,False,658,802,45884568,174549661,45886461,174551574,0,0,1665976841,273,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,230205,4275,1730.2106808131778,1,True,True,425,False,658,802,45887481,174555696,45887508,174553966,0,0,1665976869,245,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,376539,1880,5181.971150054775,1,True,True,2270,False,658,802,45919660,174549308,45921372,174544417,0,0,1665976187,927,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,125700,3872,750.483177692878,1,True,True,1579,False,658,802,45860307,174548890,45860575,174548189,0,0,1665976890,224,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,236060,2799,4221.469530862446,1,True,True,3107,False,658,802,45841850,174559905,45845972,174558994,0,0,1665977015,99,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,524710,2089,2891.5494116476725,1,True,True,1725,False,658,802,45838570,174574635,45841263,174575688,0,0,1665976733,381,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,186096,1179,1190.1701559020878,1,True,True,4573,False,658,802,45850931,174497166,45852040,174497598,0,0,1665976961,153,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,194870,4731,2633.3098944104545,1,True,True,2176,False,658,802,45853252,174530042,45855037,174528106,0,0,1665976779,335,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,293213,2884,4522.973468858733,1,True,True,844,False,658,802,45860907,174525837,45865390,174525237,0,0,1665976736,378,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,3219,3965,1963.7336886655482,1,True,True,2055,False,658,802,45887481,174555696,45886456,174557371,0,0,1665976875,239,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,348811,4775,2417.6685049857433,1,True,True,3185,False,658,802,45887481,174555696,45889496,174557032,0,0,1665977060,54,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,379180,2728,5800.862866850069,1,True,True,1693,False,658,802,45885675,174551319,45882078,174546768,0,0,1665976744,370,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,19402,4258,1814.6936380557463,1,True,True,1587,False,658,802,45897008,174553031,45895460,174552084,0,0,1665977005,109,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,424980,371,5448.900164253333,1,True,True,1016,False,658,802,45887243,174550790,45891231,174547077,0,0,1665976878,236,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,200772,1568,2235.58068519121,1,True,True,3801,False,658,802,45860803,174537004,45859253,174538615,0,0,1665977087,27,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,490851,2898,285.0070174574654,1,True,True,1920,False,658,802,45894297,174589367,45894099,174589572,0,0,1665977022,92,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,490826,2788,7298.379135123086,1,True,True,2303,False,658,802,45856607,174536801,45863624,174534794,0,0,1665975913,1201,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,224392,2139,5378.257152647128,1,True,True,675,False,658,802,45862134,174526400,45857163,174528453,0,0,1665976604,510,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,168124,4279,985.7920673245449,1,True,True,4342,False,658,802,45868335,174545710,45867530,174545141,0,0,1665976754,360,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,150000,3307,5039.595420269369,1,True,True,2297,False,658,802,45864617,174511544,45860388,174514285,0,0,1665977044,70,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,57727,2330,339.2418016695466,1,True,True,50,False,658,802,45865154,174557054,45865125,174556716,0,0,1665976761,353,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,337718,566,399.7861928581326,1,True,True,88,False,658,802,45866450,174536750,45866105,174536952,0,0,1665976782,332,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,174199,4218,1677.528241192976,1,True,True,747,False,658,802,45874074,174536705,45873800,174538360,0,0,1665976926,188,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,16100,263,788.2188782311674,1,True,True,1567,False,658,802,45876251,174545467,45876918,174545887,0,0,1665977070,44,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,32119,646,1161.7112377867402,1,True,True,604,False,658,802,45873329,174545627,45873187,174544474,0,0,1665977098,16,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,95405,1276,2023.7186069214267,1,True,True,266,False,658,802,45877890,174578340,45878584,174580241,0,0,1665976825,289,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,524706,3744,1527.367015487764,1,True,True,4170,False,658,802,45912080,174529170,45912745,174527795,0,0,1665976770,344,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,256232,3246,1934.0488618439815,1,True,True,1543,False,658,802,45878123,174577620,45877330,174575856,0,0,1665976869,245,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,144001,4837,388.2937032711192,1,True,True,2740,False,658,802,45866351,174556191,45866137,174555867,0,0,1665976988,126,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,315752,1302,787.2001016260097,1,True,True,2037,False,658,802,45876860,174545700,45877538,174545300,0,0,1665976915,199,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,561034,1274,1742.4729553137977,1,True,True,1622,False,658,802,45872960,174545650,45873636,174544044,0,0,1665977028,86,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,503897,4034,2371.6806277405904,1,True,True,604,False,658,802,45872518,174545918,45873493,174548080,0,0,1665976895,219,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,107542,4426,182.22239159883728,1,True,True,434,False,658,802,45880110,174548040,45879932,174548079,0,0,1665976913,201,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,101606,4003,1253.3674640742834,1,True,True,3573,False,658,802,45876580,174545960,45877539,174545153,0,0,1665976900,214,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,509050,402,578.013840664737,1,True,True,434,False,658,802,45880110,174548040,45879952,174547484,0,0,1665976961,153,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,529982,835,577.0684534784414,1,True,True,2002,False,658,802,45920114,174542742,45919642,174542410,0,0,1665977081,33,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,206677,1771,5375.752412453535,1,True,True,3524,False,658,802,45927565,174521517,45923150,174524584,0,0,1665976974,140,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,104582,2134,229.53866776645717,1,True,True,2034,False,658,802,45874701,174571605,45874489,174571517,0,0,1665976613,501,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,191940,1546,465.2418725781247,1,True,True,2065,False,658,802,45864785,174580827,45864422,174580536,0,0,1665976797,317,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,79833,3425,2120.302101116725,1,True,True,1126,False,658,802,45866523,174578800,45866388,174580916,0,0,1665976401,713,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,524698,4390,1053.9316865907392,1,True,True,2038,False,658,802,45856856,174575762,45857890,174575558,0,0,1665976290,824,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,206672,2498,146.84004903295286,1,True,True,981,False,658,802,45869364,174570875,45869405,174570734,0,0,1665976805,309,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,310174,122,2095.2923423713455,1,True,True,2779,False,658,802,45875922,174572196,45875369,174574217,0,0,1665976813,301,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,244726,1976,1848.2123795711357,1,True,True,4036,False,658,802,45859959,174581509,45860251,174579684,0,0,1665976277,837,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,153051,2123,4181.654815978956,1,True,True,101,False,658,802,45877890,174578340,45873911,174577054,0,0,1665976467,647,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,177186,2407,2449.045936686366,1,True,True,3951,False,658,802,45865723,174573423,45868172,174573408,0,0,1665976732,382,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,143995,2441,279.1003403795846,1,True,True,1625,False,658,802,45862946,174583985,45863182,174584134,0,0,1665976856,258,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,48305,748,5255.624130395932,1,True,True,101,False,658,802,45877890,174578340,45874251,174582132,0,0,1665977087,27,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,12967,2067,1013.8500875376004,1,True,True,100,False,658,802,45865368,174580855,45865604,174581841,0,0,1665977068,46,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,45053,2761,5961.344311478746,1,True,True,976,False,658,802,45927565,174521517,45928516,174527402,0,0,1665976957,157,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,224394,2428,1073.8836063559215,1,True,True,4079,False,658,802,45897720,174529815,45898375,174528964,0,0,1665976774,340,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,177183,3823,2760.8000651984926,1,True,True,281,False,658,802,45896370,174524880,45899046,174525559,0,0,1665976577,537,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,38504,1965,4523.268950659468,1,True,True,3823,False,658,802,45896370,174524880,45896729,174529389,0,0,1665976849,265,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,427557,666,1437.7332854184046,1,True,True,3570,False,658,802,45893272,174535152,45892046,174535903,0,0,1665977056,58,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,456862,3111,371.23173355735634,1,True,True,1693,False,658,802,45885356,174542714,45885498,174543057,0,0,1665977025,89,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,101,3422,1014.3771487962454,1,True,True,100,False,658,802,45865368,174580855,45864399,174580555,0,0,1665976303,811,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,35370,1938,1133.044129767239,1,True,True,666,False,658,802,45889630,174546285,45890235,174545327,0,0,1665976979,135,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,203738,1410,3164.250622185291,1,True,True,2126,False,658,802,45890990,174546350,45890519,174543221,0,0,1665976856,258,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,162147,917,3967.4498106466326,1,True,True,762,False,658,802,45895346,174532388,45892493,174529631,0,0,1665976851,263,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,365591,4172,4379.904336854859,1,True,True,762,False,658,802,45895346,174532388,45898227,174535687,0,0,1665976659,455,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,270511,418,2292.4471640585307,1,True,True,1582,False,658,802,45866836,174581477,45865219,174583102,0,0,1665976931,183,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,89127,572,510.7680491181883,1,True,True,3536,False,658,802,45858466,174584141,45857988,174584321,0,0,1665976915,199,distance_to_pickup,BATCH,greedy,0,0,order,1
1665977114,561021,2399,3189.668634827135,1,True,True,3380,False,658,802,45885010,174520190,45886491,174517365,0,0,1665976130,984,distance_to_pickup,BATCH,greedy,0,0,order,1
