dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,baseline_courier_lat,baseline_courier_lng,actual_courier_lat,actual_courier_lng,platform_order_time,wait_for_assignment_seconds,cost_function
1665977114,113670,4694,10034.752861929386,,True,False,1117,False,658,802,45865723,174573423,45862155,174582802,45860406,174572536,1665976568,546,distance_to_pickup
1665977114,304465,4694,68180.61491362483,,True,True,1941,False,658,802,45821950,174527737,45862155,174582802,45820561,174514264,1665977097,17,distance_to_pickup
1665977114,206680,4694,6650.436527025877,,True,True,4694,True,658,802,45856330,174579593,45862155,174582802,45862155,174582802,1665976736,378,distance_to_pickup
1665977114,540428,4694,22888.80739575568,,True,True,596,False,658,802,45863303,174559942,45862155,174582802,45860381,174563834,1665976852,262,distance_to_pickup
1665977114,6485,4694,10441.997222753893,,True,True,875,False,658,802,45860664,174572467,45862155,174582802,45857515,174567727,1665976986,128,distance_to_pickup
1665977114,177189,4694,901.2818649013193,,True,True,2065,False,658,802,45861700,174583580,45862155,174582802,45854467,174593928,1665976952,162,distance_to_pickup
1665977114,98378,4694,22888.80739575568,,True,True,1688,False,658,802,45863303,174559942,45862155,174582802,45860591,174564901,1665976780,334,distance_to_pickup
1665977114,296029,4694,16804.028832396118,,True,True,1610,False,658,802,45867462,174566858,45862155,174582802,45870502,174557335,1665976748,366,distance_to_pickup
1665977114,73398,4694,1857.3489171396957,,True,True,223,False,658,802,45863946,174582310,45862155,174582802,45862787,174581354,1665976820,294,distance_to_pickup
1665977114,406339,4694,11207.535411498819,,True,True,218,False,658,802,45867880,174573167,45862155,174582802,45865477,174568859,1665976684,430,distance_to_pickup
1665977114,387333,4694,7141.735433352316,,True,True,1259,False,658,802,45858283,174576801,45862155,174582802,45859991,174579684,1665976852,262,distance_to_pickup
1665977114,318433,4694,73091.91121457968,,True,True,330,False,658,802,45911894,174529244,45862155,174582802,45916957,174525909,1665976933,181,distance_to_pickup
1665977114,25840,4694,39769.61238181735,,True,True,2793,False,658,802,45886610,174551440,45862155,174582802,45881900,174548197,1665977069,45,distance_to_pickup
1665977114,334972,4694,45367.712935522766,,True,True,391,False,658,802,45896259,174552883,45862155,174582802,45897049,174552920,1665976865,249,distance_to_pickup
1665977114,159024,4694,43253.99765339615,,True,False,407,False,658,802,45895728,174555530,45862155,174582802,45895221,174552928,1665976884,230,distance_to_pickup
1665977114,483066,4694,46891.12676189387,,True,True,2836,False,658,802,45898392,174553042,45862155,174582802,45902982,174557403,1665976746,368,distance_to_pickup
1665977114,273389,4694,42988.864616316634,,True,True,93,False,658,802,45895620,174555818,45862155,174582802,45895639,174555792,1665976805,309,distance_to_pickup
1665977114,454279,4694,18808.80881395736,,True,False,1831,False,658,802,45862950,174564010,45862155,174582802,45885060,174582727,1665977011,103,distance_to_pickup
1665977114,159039,4694,44060.38567693206,,True,True,2029,False,658,802,45896190,174554821,45862155,174582802,,,1665976900,214,distance_to_pickup
1665977114,496025,4694,18759.885927158513,,True,False,1276,False,658,802,45880733,174580196,45862155,174582802,45878584,174580241,1665976888,226,distance_to_pickup
1665977114,532606,4694,4115.452466011483,,True,True,875,False,658,802,45859810,174579420,45862155,174582802,45857515,174567727,1665977105,9,distance_to_pickup
1665977114,51479,4694,10510.303563646485,,True,True,1346,False,658,802,45860164,174572482,45862155,174582802,45859846,174572098,1665976910,204,distance_to_pickup
1665977114,287655,4694,16136.198932834213,,True,True,230,False,658,802,45877759,174578692,45862155,174582802,45878408,174579821,1665976916,198,distance_to_pickup
1665977114,373801,4694,36832.741969611765,,True,True,83,False,658,802,45870564,174546942,45862155,174582802,45871366,174544613,1665976998,116,distance_to_pickup
1665977114,116621,4694,14640.916091556566,,True,True,1076,False,658,802,45855637,174569692,45862155,174582802,45861564,174577069,1665976536,578,distance_to_pickup
1665977114,12973,4694,1423.0846777335494,,True,True,1423,False,658,802,45862946,174583985,45862155,174582802,45863031,174584060,1665976875,239,distance_to_pickup
1665977114,89,4694,36832.741969611765,,True,True,83,False,658,802,45870564,174546942,45862155,174582802,45871366,174544613,1665976227,887,distance_to_pickup
1665977114,22582,4694,16355.417114827735,,True,True,1543,False,658,802,45877890,174578340,45862155,174582802,45873855,174585474,1665976785,329,distance_to_pickup
1665977114,480559,4694,40303.02385677779,,True,True,538,False,658,802,45879921,174546626,45862155,174582802,45876932,174554224,1665976504,610,distance_to_pickup
1665977114,88,4694,17843.466843637758,,True,True,212,False,658,802,45863030,174564980,45862155,174582802,45862956,174573643,1665976740,374,distance_to_pickup
1665977114,162151,4694,34617.426897445745,,True,True,4646,False,658,802,45892908,174566908,45862155,174582802,45899196,174566077,1665976864,250,distance_to_pickup
1665977114,357227,4694,34120.0722449411,,True,True,2452,False,658,802,45892888,174567981,45862155,174582802,45889245,174566331,1665976302,812,distance_to_pickup
1665977114,392759,4694,31975.566953535006,,True,True,2742,False,658,802,45886884,174562531,45862155,174582802,45882212,174562108,1665977075,39,distance_to_pickup
1665977114,267686,4694,13517.054412851936,,True,True,130,False,658,802,45848681,174583880,45862155,174582802,45849804,174580265,1665976905,209,distance_to_pickup
1665977114,253371,4694,72913.61297453308,,True,True,1941,False,658,802,45820104,174523236,45862155,174582802,45820561,174514264,1665977013,101,distance_to_pickup
1665977114,165207,4694,71101.11848627981,,True,True,1941,False,658,802,45819784,174525705,45862155,174582802,45820561,174514264,1665977076,38,distance_to_pickup
1665977114,376533,4694,51565.858714851245,,True,True,2208,False,658,802,45832424,174540670,45862155,174582802,45835580,174541116,1665976542,572,distance_to_pickup
1665977114,550663,4694,44105.1226049764,,True,True,4130,False,658,802,45896047,174554578,45862155,174582802,45897019,174552956,1665976875,239,distance_to_pickup
1665977114,110606,4694,34918.88626517174,,True,True,1102,False,658,802,45892958,174566355,45862155,174582802,45904807,174561365,1665977085,29,distance_to_pickup
1665977114,480562,4694,30756.92957692624,,True,True,1266,False,658,802,45885886,174563236,45862155,174582802,45887016,174551440,1665977074,40,distance_to_pickup
1665977114,137869,4694,46475.754410229856,,True,False,2836,False,658,802,45896917,174551954,45862155,174582802,45902982,174557403,1665976866,248,distance_to_pickup
1665977114,174195,4694,48838.3089899722,,True,True,369,False,658,802,45902806,174555734,45862155,174582802,45905131,174559478,1665977079,35,distance_to_pickup
1665977114,177190,4694,48838.3089899722,,True,True,2696,False,658,802,45902806,174555734,45862155,174582802,45896197,174555582,1665976949,165,distance_to_pickup
1665977114,168121,4694,34617.426897445745,,True,True,1105,False,658,802,45892908,174566908,45862155,174582802,45878185,174591137,1665976638,476,distance_to_pickup
1665977114,140945,4694,31975.566953535006,,True,True,3156,False,658,802,45886884,174562531,45862155,174582802,45895394,174573439,1665976893,221,distance_to_pickup
1665977114,537895,4694,43178.64436269393,,True,True,1754,False,658,802,45894980,174554750,45862155,174582802,45916347,174552481,1665976726,388,distance_to_pickup
1665977114,384548,4694,40008.354752476385,,True,True,723,False,658,802,45884568,174549661,45862155,174582802,45880244,174546708,1665976967,147,distance_to_pickup
1665977114,165208,4694,40671.56116993789,,True,True,4378,False,658,802,45887243,174550790,45862155,174582802,,,1665976889,225,distance_to_pickup
1665977114,472659,4694,40323.131041624234,,True,True,868,False,658,802,45898786,174565946,45862155,174582802,45892897,174567064,1665976836,278,distance_to_pickup
1665977114,477934,4694,87911.95973813802,,True,True,2921,False,658,802,45919951,174516559,45862155,174582802,45912182,174526716,1665977104,10,distance_to_pickup
1665977114,403629,4694,65299.80712069524,,True,True,1071,False,658,802,45920072,174552641,45862155,174582802,,,1665976932,182,distance_to_pickup
1665977114,435627,4694,38853.348491474964,,True,True,1720,False,658,802,45900860,174579410,45862155,174582802,45898647,174578457,1665977084,30,distance_to_pickup
1665977114,440996,4694,39328.946960222565,,True,True,1119,False,658,802,45901193,174587577,45862155,174582802,45892983,174588356,1665977093,21,distance_to_pickup
1665977114,159019,4694,50590.556243235755,,True,True,2573,False,658,802,45912464,174588132,45862155,174582802,45910753,174589084,1665976939,175,distance_to_pickup
1665977114,422236,4694,40743.63275408809,,True,True,1731,False,658,802,45902274,174589909,45862155,174582802,45894298,174589628,1665977064,50,distance_to_pickup
1665977114,390033,4694,46284.20604266643,,True,True,1368,False,658,802,45897332,174552722,45862155,174582802,45898114,174550499,1665976741,373,distance_to_pickup
1665977114,334973,4694,46712.74793886568,,True,True,915,False,658,802,45889647,174545036,45862155,174582802,45885850,174544796,1665976961,153,distance_to_pickup
1665977114,449043,4694,48551.9023829139,,True,True,26,False,658,802,45895743,174547743,45862155,174582802,45895460,174526181,1665977051,63,distance_to_pickup
1665977114,153048,4694,52147.362780873205,,True,True,3426,False,658,802,45885909,174536379,45862155,174582802,45882826,174535986,1665976936,178,distance_to_pickup
1665977114,89106,4694,61260.5385954123,,True,True,1362,False,658,802,45885970,174526360,45862155,174582802,45882811,174511195,1665976203,911,distance_to_pickup
1665977114,174193,4694,58422.73619918875,,True,True,268,False,658,802,45907759,174546285,45862155,174582802,45909584,174542214,1665976741,373,distance_to_pickup
1665977114,209744,4694,67375.74795874255,,True,False,42,False,658,802,45924573,174557435,45862155,174582802,45920133,174570546,1665976556,558,distance_to_pickup
1665977114,273387,4694,70905.73990869851,,True,False,279,False,658,802,45905899,174526998,45862155,174582802,45905987,174530972,1665976968,146,distance_to_pickup
1665977114,45035,4694,57930.29224852918,,True,False,3090,False,658,802,45905669,174544560,45862155,174582802,45908389,174543283,1665976196,918,distance_to_pickup
1665977114,456864,4694,48838.3089899722,,True,True,369,False,658,802,45902806,174555734,45862155,174582802,45905131,174559478,1665976823,291,distance_to_pickup
1665977114,454280,4694,58422.73619918875,,True,True,268,False,658,802,45907759,174546285,45862155,174582802,45909584,174542214,1665977052,62,distance_to_pickup
1665977114,89135,4694,75485.02222295493,,True,True,991,False,658,802,45912289,174526370,45862155,174582802,45905959,174530829,1665977013,101,distance_to_pickup
1665977114,516904,4694,7223.776920697372,,True,False,1272,False,658,802,45861427,174575615,45862155,174582802,45862404,174572362,1665976484,630,distance_to_pickup
1665977114,177195,4694,16106.292838515014,,True,True,1017,False,658,802,45875792,174574232,45862155,174582802,45871017,174574920,1665976816,298,distance_to_pickup
1665977114,313018,4694,901.2818649013193,,True,True,2065,False,658,802,45861700,174583580,45862155,174582802,45854467,174593928,1665976868,246,distance_to_pickup
1665977114,279195,4694,37096.38138686845,,True,True,2793,False,658,802,45887481,174555696,45862155,174582802,45881900,174548197,1665976983,131,distance_to_pickup
1665977114,156047,4694,30756.92957692624,,True,True,2742,False,658,802,45885886,174563236,45862155,174582802,45882212,174562108,1665976658,456,distance_to_pickup
1665977114,215710,4694,43209.63745508633,,True,True,4275,False,658,802,45892850,174552390,45862155,174582802,45887508,174553966,1665976991,123,distance_to_pickup
1665977114,519413,4694,30753.927960506117,,True,False,689,False,658,802,45885892,174563248,45862155,174582802,45886740,174566577,1665977032,82,distance_to_pickup
1665977114,174196,4694,45837.14705345436,,True,True,391,False,658,802,45897008,174553031,45862155,174582802,45897049,174552920,1665977066,48,distance_to_pickup
1665977114,282034,4694,30756.92957692624,,True,True,3185,False,658,802,45885886,174563236,45862155,174582802,45889977,174556777,1665977059,55,distance_to_pickup
1665977114,451738,4694,46349.46840040347,,True,True,565,False,658,802,45898300,174553788,45862155,174582802,45901122,174555672,1665976876,238,distance_to_pickup
1665977114,16099,4694,43482.41677965934,,True,True,2836,False,658,802,45896150,174555690,45862155,174582802,45902982,174557403,1665976831,283,distance_to_pickup
1665977114,236055,4694,43209.63745508633,,True,True,237,False,658,802,45892850,174552390,45862155,174582802,45890386,174542792,1665976527,587,distance_to_pickup
1665977114,122659,4694,46337.434801680596,,True,False,3721,False,658,802,45897597,174552952,45862155,174582802,45919710,174543257,1665976969,145,distance_to_pickup
1665977114,472664,4694,71101.11848627981,,True,True,1700,False,658,802,45819784,174525705,45862155,174582802,45816168,174526935,1665976833,281,distance_to_pickup
1665977114,247693,4694,43178.64436269393,,True,True,4843,False,658,802,45894980,174554750,45862155,174582802,45894717,174555234,1665976693,421,distance_to_pickup
1665977114,293214,4694,6472.300132101415,,True,True,611,False,658,802,45862520,174576340,45862155,174582802,45863294,174583806,1665976750,364,distance_to_pickup
1665977114,542950,4694,40008.354752476385,,True,True,3483,False,658,802,45884568,174549661,45862155,174582802,45879938,174547597,1665976841,273,distance_to_pickup
1665977114,230205,4694,37096.38138686845,,True,True,2793,False,658,802,45887481,174555696,45862155,174582802,45881900,174548197,1665976869,245,distance_to_pickup
1665977114,376539,4694,66548.27616850793,,True,True,2270,False,658,802,45919660,174549308,45862155,174582802,45920986,174542682,1665976187,927,distance_to_pickup
1665977114,125700,4694,33962.315115433456,,True,True,2568,False,658,802,45860307,174548890,45862155,174582802,45860660,174548275,1665976890,224,distance_to_pickup
1665977114,236060,4694,30603.359848225817,,True,True,3107,False,658,802,45841850,174559905,45862155,174582802,45845502,174552873,1665977015,99,distance_to_pickup
1665977114,524710,4694,24959.008674224224,,True,True,1725,False,658,802,45838570,174574635,45862155,174582802,45834601,174571060,1665976733,381,distance_to_pickup
1665977114,186096,4694,86368.41246659568,,True,True,4573,False,658,802,45850931,174497166,45862155,174582802,45850044,174480954,1665976961,153,distance_to_pickup
1665977114,194870,4694,53505.896955382406,,True,True,2176,False,658,802,45853252,174530042,45862155,174582802,45865394,174523181,1665976779,335,distance_to_pickup
1665977114,293213,4694,56978.66907010026,,True,True,844,False,658,802,45860907,174525837,45862155,174582802,45866244,174526148,1665976736,378,distance_to_pickup
1665977114,3219,4694,37096.38138686845,,True,True,117,False,658,802,45887481,174555696,45862155,174582802,45886807,174551509,1665976875,239,distance_to_pickup
1665977114,348811,4694,37096.38138686845,,True,True,3185,False,658,802,45887481,174555696,45862155,174582802,45889977,174556777,1665977060,54,distance_to_pickup
1665977114,379180,4694,39298.46929588988,,True,True,1693,False,658,802,45885675,174551319,45862155,174582802,45878716,174557462,1665976744,370,distance_to_pickup
1665977114,19402,4694,45837.14705345436,,True,True,2311,False,658,802,45897008,174553031,45862155,174582802,45896017,174555818,1665977005,109,distance_to_pickup
1665977114,424980,4694,40671.56116993789,,True,True,2793,False,658,802,45887243,174550790,45862155,174582802,45881900,174548197,1665976878,236,distance_to_pickup
1665977114,233013,4694,45837.14705345436,,True,False,3021,False,658,802,45897008,174553031,45862155,174582802,,,1665975929,1185,distance_to_pickup
1665977114,200772,4694,45817.95180930723,,True,True,3801,False,658,802,45860803,174537004,45862155,174582802,45854516,174527935,1665977087,27,distance_to_pickup
1665977114,224396,4694,44906.165556635984,,True,False,1281,False,658,802,45906263,174574373,45862155,174582802,45899210,174578074,1665977038,76,distance_to_pickup
1665977114,490851,4694,32805.59996403053,,True,True,1920,False,658,802,45894297,174589367,45862155,174582802,45892655,174589146,1665977022,92,distance_to_pickup
1665977114,490826,4694,46334.35340004218,,True,True,2303,False,658,802,45856607,174536801,45862155,174582802,45853056,174527704,1665975913,1201,distance_to_pickup
1665977114,224392,4694,56402.0039094357,,True,True,675,False,658,802,45862134,174526400,45862155,174582802,45864146,174520084,1665976604,510,distance_to_pickup
1665977114,168124,4694,37603.30921607831,,True,True,4342,False,658,802,45868335,174545710,45862155,174582802,,,1665976754,360,distance_to_pickup
1665977114,94,4694,46251.85108728082,,True,False,88,False,658,802,45866450,174536750,45862155,174582802,45866400,174536664,1665977098,16,distance_to_pickup
1665977114,150000,4694,71300.51898829348,,True,True,2297,False,658,802,45864617,174511544,45862155,174582802,45862990,174510958,1665977044,70,distance_to_pickup
1665977114,57727,4694,25922.065986336813,,True,True,50,False,658,802,45865154,174557054,45862155,174582802,45860572,174564828,1665976761,353,distance_to_pickup
1665977114,70312,4694,37603.30921607831,,True,False,1273,False,658,802,45868335,174545710,45862155,174582802,45867889,174552273,1665977014,100,distance_to_pickup
1665977114,337718,4694,46251.85108728082,,True,True,88,False,658,802,45866450,174536750,45862155,174582802,45866400,174536664,1665976782,332,distance_to_pickup
1665977114,177197,4694,42546.244640391,,True,False,802,False,658,802,45859122,174540364,45862155,174582802,45865480,174555679,1665976592,522,distance_to_pickup
1665977114,174199,4694,47612.98110809698,,True,True,3235,False,658,802,45874074,174536705,45862155,174582802,45870616,174544643,1665976926,188,distance_to_pickup
1665977114,16100,4694,39907.385795113165,,True,True,1567,False,658,802,45876251,174545467,45862155,174582802,45872465,174539083,1665977070,44,distance_to_pickup
1665977114,443679,4694,48905.62058700411,,True,False,161,False,658,802,45874046,174535364,45862155,174582802,45860287,174545258,1665977102,12,distance_to_pickup
1665977114,32119,4694,38818.02288885924,,True,True,604,False,658,802,45873329,174545627,45862155,174582802,45875336,174544413,1665977098,16,distance_to_pickup
1665977114,95405,4694,16355.417114827735,,True,True,94,False,658,802,45877890,174578340,45862155,174582802,45876678,174579307,1665976825,289,distance_to_pickup
1665977114,524706,4694,73272.75789132001,,True,True,4170,False,658,802,45912080,174529170,45862155,174582802,45906320,174528258,1665976770,344,distance_to_pickup
1665977114,256232,4694,16787.797592298997,,True,True,1543,False,658,802,45878123,174577620,45862155,174582802,45873855,174585474,1665976869,245,distance_to_pickup
1665977114,144001,4694,26939.779824638506,,True,True,2112,False,658,802,45866351,174556191,45862155,174582802,45863864,174569370,1665976988,126,distance_to_pickup
1665977114,315752,4694,39909.84125500877,,True,True,2037,False,658,802,45876860,174545700,45862155,174582802,45872808,174546310,1665976915,199,distance_to_pickup
1665977114,561034,4694,38691.33144516999,,True,True,1622,False,658,802,45872960,174545650,45862155,174582802,45872349,174545938,1665977028,86,distance_to_pickup
1665977114,503897,4694,38312.1550555434,,True,True,604,False,658,802,45872518,174545918,45862155,174582802,45875336,174544413,1665976895,219,distance_to_pickup
1665977114,107542,4694,39125.16669613051,,True,True,2353,False,658,802,45880110,174548040,45862155,174582802,45878082,174548108,1665976913,201,distance_to_pickup
1665977114,101606,4694,39565.30789719701,,True,True,3573,False,658,802,45876580,174545960,45862155,174582802,,,1665976900,214,distance_to_pickup
1665977114,509050,4694,39125.16669613051,,True,True,434,False,658,802,45880110,174548040,45862155,174582802,45879899,174546499,1665976961,153,distance_to_pickup
1665977114,529982,4694,70456.00954496358,,True,True,2002,False,658,802,45920114,174542742,45862155,174582802,45930768,174528256,1665977081,33,distance_to_pickup
1665977114,206677,4694,89634.36464325499,,True,True,3524,False,658,802,45927565,174521517,45862155,174582802,45928062,174516415,1665976974,140,distance_to_pickup
1665977114,104582,4694,16815.9128506305,,True,True,207,False,658,802,45874701,174571605,45862155,174582802,45878045,174577506,1665976613,501,distance_to_pickup
1665977114,189068,4694,18759.885927158513,,True,False,4626,False,658,802,45880733,174580196,45862155,174582802,45884387,174581958,1665976557,557,distance_to_pickup
1665977114,191940,4694,3289.000608087508,,True,True,2065,False,658,802,45864785,174580827,45862155,174582802,45854467,174593928,1665976797,317,distance_to_pickup
1665977114,79833,4694,5924.139431174793,,True,True,227,False,658,802,45866523,174578800,45862155,174582802,45863295,174584182,1665976401,713,distance_to_pickup
1665977114,524698,4694,8811.41311027919,,True,True,2038,False,658,802,45856856,174575762,45862155,174582802,45848540,174574332,1665976290,824,distance_to_pickup
1665977114,206672,4694,13936.391570273849,,True,True,981,False,658,802,45869364,174570875,45862155,174582802,45869944,174570490,1665976805,309,distance_to_pickup
1665977114,310174,4694,17378.65141488257,,True,True,2779,False,658,802,45875922,174572196,45862155,174582802,45867645,174567040,1665976813,301,distance_to_pickup
1665977114,290374,4694,18639.051934044284,,True,False,981,False,658,802,45862111,174564163,45862155,174582802,45869944,174570490,1665976541,573,distance_to_pickup
1665977114,244726,4694,2548.384782563261,,True,True,4036,False,658,802,45859959,174581509,45862155,174582802,45856771,174586374,1665976277,837,distance_to_pickup
1665977114,153051,4694,16355.417114827735,,True,True,2051,False,658,802,45877890,174578340,45862155,174582802,45868680,174579572,1665976467,647,distance_to_pickup
1665977114,177186,4694,10034.752861929386,,True,True,3951,False,658,802,45865723,174573423,45862155,174582802,45860454,174572548,1665976732,382,distance_to_pickup
1665977114,143995,4694,1423.0846777335494,,True,True,1625,False,658,802,45862946,174583985,45862155,174582802,45863054,174584266,1665976856,258,distance_to_pickup
1665977114,209754,4694,16355.417114827735,,True,False,94,False,658,802,45877890,174578340,45862155,174582802,45876678,174579307,1665976977,137,distance_to_pickup
1665977114,48305,4694,16355.417114827735,,True,True,207,False,658,802,45877890,174578340,45862155,174582802,45878045,174577506,1665977087,27,distance_to_pickup
1665977114,12967,4694,3756.8840812567,,True,True,4429,False,658,802,45865368,174580855,45862155,174582802,45860768,174581950,1665977068,46,distance_to_pickup
1665977114,45053,4694,89634.36464325499,,True,True,976,False,658,802,45927565,174521517,45862155,174582802,45920347,174510996,1665976957,157,distance_to_pickup
1665977114,224394,4694,63816.07473043136,,True,True,4079,False,658,802,45897720,174529815,45862155,174582802,45905521,174517836,1665976774,340,distance_to_pickup
1665977114,177183,4694,67272.76052757163,,True,True,281,False,658,802,45896370,174524880,45862155,174582802,45895412,174532746,1665976577,537,distance_to_pickup
1665977114,38504,4694,67272.76052757163,,True,True,3823,False,658,802,45896370,174524880,45862155,174582802,45899046,174525559,1665976849,265,distance_to_pickup
1665977114,427557,4694,56910.36978442505,,True,True,3570,False,658,802,45893272,174535152,45862155,174582802,,,1665977056,58,distance_to_pickup
1665977114,456862,4694,46317.75194242484,,True,True,1693,False,658,802,45885356,174542714,45862155,174582802,45878716,174557462,1665977025,89,distance_to_pickup
1665977114,101,4694,3756.8840812567,,True,True,611,False,658,802,45865368,174580855,45862155,174582802,45863294,174583806,1665976303,811,distance_to_pickup
1665977114,35370,4694,45698.653306197106,,True,True,1251,False,658,802,45889630,174546285,45862155,174582802,45879931,174546586,1665976979,135,distance_to_pickup
1665977114,262053,4694,46478.01124187652,,True,False,492,False,658,802,45890990,174546350,45862155,174582802,45898201,174550190,1665976931,183,distance_to_pickup
1665977114,203738,4694,46478.01124187652,,True,True,2126,False,658,802,45890990,174546350,45862155,174582802,45894399,174541765,1665976856,258,distance_to_pickup
1665977114,162147,4694,60359.041385694654,,True,True,762,False,658,802,45895346,174532388,45862155,174582802,45898059,174538222,1665976851,263,distance_to_pickup
1665977114,365591,4694,60359.041385694654,,True,True,762,False,658,802,45895346,174532388,45862155,174582802,45898059,174538222,1665976659,455,distance_to_pickup
1665977114,270511,4694,4864.913771075496,,True,True,1582,False,658,802,45866836,174581477,45862155,174582802,45857687,174582161,1665976931,183,distance_to_pickup
1665977114,89127,4694,3924.4925786654253,,True,True,3536,False,658,802,45858466,174584141,45862155,174582802,45863375,174583422,1665976915,199,distance_to_pickup
1665977114,561021,4694,66652.93368637272,,True,True,3380,False,658,802,45885010,174520190,45862155,174582802,45877417,174483368,1665976130,984,distance_to_pickup
1665977114,548095,4694,45198.73158618503,,True,False,404,False,658,802,45887304,174545246,45862155,174582802,45899318,174557112,1665976780,334,distance_to_pickup
1665977114,38512,4694,16136.198932834213,,True,True,94,False,658,802,45877759,174578692,45862155,174582802,45876678,174579307,1665977019,95,distance_to_pickup
1665977114,82941,4694,11207.535411498819,,True,True,2407,False,658,802,45867880,174573167,45862155,174582802,45868172,174573408,1665976677,437,distance_to_pickup
1665977114,146967,4694,28999.16248790644,,True,True,1562,False,658,802,45851335,174555897,45862155,174582802,45847603,174572287,1665972686,4428,distance_to_pickup
1665977114,247687,4694,16804.028832396118,,True,True,2063,False,658,802,45867462,174566858,45862155,174582802,45865923,174555715,1665976809,305,distance_to_pickup
