dispatch_time,order_id,baseline_assigned_courier_id,baseline_cost,baseline_courier_rank_by_cost,is_assigned_by_baseline,was_accepted,actual_assigned_courier_id,is_match_with_actual,num_orders_in_batch,num_couriers_in_pool,order_pickup_lat,order_pickup_lng,baseline_courier_lat,baseline_courier_lng,actual_courier_lat,actual_courier_lng,platform_order_time,wait_for_assignment_seconds,cost_function
1665977114,165207,2723,1732.769459564659,,True,True,1941,False,658,802,45819784,174525705,45820045,174527418,45820561,174514264,1665977076,38,distance_to_pickup
1665977114,376533,368,1030.73808506332,,True,True,2208,False,658,802,45832424,174540670,45833454,174540709,45835580,174541116,1665976542,572,distance_to_pickup
1665977114,550663,4258,2562.1485124793217,,True,True,4130,False,658,802,45896047,174554578,45895460,174552084,45897019,174552956,1665976875,239,distance_to_pickup
1665977114,110606,2518,53.33854141237835,,True,True,1102,False,658,802,45892958,174566355,45892952,174566408,45904807,174561365,1665977085,29,distance_to_pickup
1665977114,480562,4294,7213.983157729162,,True,True,1266,False,658,802,45885886,174563236,45880258,174567749,45887016,174551440,1665977074,40,distance_to_pickup
1665977114,137869,4752,9460.545544523318,,True,False,2836,False,658,802,45896917,174551954,45896746,174542495,45902982,174557403,1665976866,248,distance_to_pickup
1665977114,174195,236,1324.3715490752586,,True,True,369,False,658,802,45902806,174555734,45901940,174556736,45905131,174559478,1665977079,35,distance_to_pickup
1665977114,177190,1694,12223.392082396767,,True,True,2696,False,658,802,45902806,174555734,45909089,174545249,45896197,174555582,1665976949,165,distance_to_pickup
1665977114,168121,309,25.317977802344327,,True,True,1105,False,658,802,45892908,174566908,45892883,174566912,45878185,174591137,1665976638,476,distance_to_pickup
1665977114,140945,4696,3725.5808943035986,,True,True,3156,False,658,802,45886884,174562531,45890427,174563683,45895394,174573439,1665976893,221,distance_to_pickup
1665977114,537895,2018,5118.364777934453,,True,True,1754,False,658,802,45894980,174554750,45890343,174556917,45916347,174552481,1665976726,388,distance_to_pickup
1665977114,384548,3001,5597.58028079991,,True,True,723,False,658,802,45884568,174549661,45879892,174546584,45880244,174546708,1665976967,147,distance_to_pickup
1665977114,165208,2728,6546.274436654791,,True,True,4378,False,658,802,45887243,174550790,45882078,174546768,,,1665976889,225,distance_to_pickup
1665977114,472659,4002,130.11533345459327,,True,True,868,False,658,802,45898786,174565946,45898803,174566075,45892897,174567064,1665976836,278,distance_to_pickup
1665977114,477934,634,6714.877288528808,,True,True,2921,False,658,802,45919951,174516559,45919027,174523210,45912182,174526716,1665977104,10,distance_to_pickup
1665977114,403629,1204,5246.3447275222015,,True,True,1071,False,658,802,45920072,174552641,45921290,174547538,,,1665976932,182,distance_to_pickup
1665977114,435627,1235,6281.024916365162,,True,True,1720,False,658,802,45900860,174579410,45904917,174584205,45898647,174578457,1665977084,30,distance_to_pickup
1665977114,440996,2459,781.3609921156801,,True,True,1119,False,658,802,45901193,174587577,45901086,174588351,45892983,174588356,1665977093,21,distance_to_pickup
1665977114,159019,144,664.8308055437865,,True,True,2573,False,658,802,45912464,174588132,45913124,174588052,45910753,174589084,1665976939,175,distance_to_pickup
1665977114,422236,473,3237.3237403756825,,True,True,1731,False,658,802,45902274,174589909,45905090,174588312,45894298,174589628,1665977064,50,distance_to_pickup
1665977114,390033,2178,7931.721124699229,,True,True,1368,False,658,802,45897332,174552722,45898018,174544820,45898114,174550499,1665976741,373,distance_to_pickup
1665977114,334973,3114,8722.887423324917,,True,True,915,False,658,802,45889647,174545036,45892660,174536850,45885850,174544796,1665976961,153,distance_to_pickup
1665977114,449043,1724,3702.298340220572,,True,True,26,False,658,802,45895743,174547743,45895941,174544046,45895460,174526181,1665977051,63,distance_to_pickup
1665977114,153048,583,4608.5817775103005,,True,True,3426,False,658,802,45885909,174536379,45888258,174532414,45882826,174535986,1665976936,178,distance_to_pickup
1665977114,89106,3211,3160.8587440757296,,True,True,1362,False,658,802,45885970,174526360,45883752,174524108,45882811,174511195,1665976203,911,distance_to_pickup
1665977114,174193,3720,3679.0543621968945,,True,True,268,False,658,802,45907759,174546285,45909734,174543181,45909584,174542214,1665976741,373,distance_to_pickup
1665977114,209744,3829,11433.485295394401,,True,False,42,False,658,802,45924573,174557435,45920154,174567980,45920133,174570546,1665976556,558,distance_to_pickup
1665977114,273387,4030,817.2056044839634,,True,False,279,False,658,802,45905899,174526998,45905839,174527813,45905987,174530972,1665976968,146,distance_to_pickup
1665977114,45035,488,10279.725336797672,,True,False,3090,False,658,802,45905669,174544560,45910301,174535383,45908389,174543283,1665976196,918,distance_to_pickup
1665977114,456864,3909,4550.013626353222,,True,True,369,False,658,802,45902806,174555734,45907274,174556594,45905131,174559478,1665976823,291,distance_to_pickup
1665977114,454280,158,3444.2139887062767,,True,True,268,False,658,802,45907759,174546285,45909628,174543392,45909584,174542214,1665977052,62,distance_to_pickup
1665977114,89135,454,521.7853964993654,,True,True,991,False,658,802,45912289,174526370,45912451,174526866,45905959,174530829,1665977013,101,distance_to_pickup
1665977114,516904,1658,293.6153946917634,,True,False,1272,False,658,802,45861427,174575615,45861236,174575838,45862404,174572362,1665976484,630,distance_to_pickup
1665977114,177195,101,86.83317338436964,,True,True,1017,False,658,802,45875792,174574232,45875750,174574308,45871017,174574920,1665976816,298,distance_to_pickup
1665977114,313018,4325,2162.4823698703303,,True,True,2065,False,658,802,45861700,174583580,45863247,174585091,45854467,174593928,1665976868,246,distance_to_pickup
1665977114,279195,400,5931.088011486594,,True,True,2793,False,658,802,45887481,174555696,45882435,174558813,45881900,174548197,1665976983,131,distance_to_pickup
1665977114,156047,2080,4873.103733761472,,True,True,2742,False,658,802,45885886,174563236,45882304,174566540,45882212,174562108,1665976658,456,distance_to_pickup
1665977114,215710,941,4230.011820314454,,True,True,4275,False,658,802,45892850,174552390,45894784,174548628,45887508,174553966,1665976991,123,distance_to_pickup
1665977114,519413,967,3983.500470691575,,True,False,689,False,658,802,45885892,174563248,45883768,174566618,45886740,174566577,1665977032,82,distance_to_pickup
1665977114,174196,412,136.06616037795732,,True,True,391,False,658,802,45897008,174553031,45897025,174552896,45897049,174552920,1665977066,48,distance_to_pickup
1665977114,282034,741,19185.023455810526,,True,True,3185,False,658,802,45885886,174563236,45866701,174563206,45889977,174556777,1665977059,55,distance_to_pickup
1665977114,451738,3980,11287.51894793537,,True,True,565,False,658,802,45898300,174553788,45906080,174545610,45901122,174555672,1665976876,238,distance_to_pickup
1665977114,16099,2311,184.58873205046942,,True,True,2836,False,658,802,45896150,174555690,45896017,174555818,45902982,174557403,1665976831,283,distance_to_pickup
1665977114,236055,2743,743.7882763259986,,True,True,237,False,658,802,45892850,174552390,45892736,174553125,45890386,174542792,1665976527,587,distance_to_pickup
1665977114,122659,3670,133.5440002396214,,True,False,3721,False,658,802,45897597,174552952,45897512,174552849,45919710,174543257,1665976969,145,distance_to_pickup
1665977114,472664,469,2197.7700061653404,,True,True,1700,False,658,802,45819784,174525705,45819991,174527893,45816168,174526935,1665976833,281,distance_to_pickup
1665977114,247693,3360,438.7710108929258,,True,True,4843,False,658,802,45894980,174554750,45894954,174555188,45894717,174555234,1665976693,421,distance_to_pickup
1665977114,293214,1076,1202.2383291178169,,True,True,611,False,658,802,45862520,174576340,45861564,174577069,45863294,174583806,1665976750,364,distance_to_pickup
1665977114,542950,723,5236.142186763075,,True,True,3483,False,658,802,45884568,174549661,45880244,174546708,45879938,174547597,1665976841,273,distance_to_pickup
1665977114,230205,1126,14981.57925587286,,True,True,2793,False,658,802,45887481,174555696,45872987,174559487,45881900,174548197,1665976869,245,distance_to_pickup
1665977114,376539,1880,5181.971150054775,,True,True,2270,False,658,802,45919660,174549308,45921372,174544417,45920986,174542682,1665976187,927,distance_to_pickup
1665977114,125700,3872,750.483177692878,,True,True,2568,False,658,802,45860307,174548890,45860575,174548189,45860660,174548275,1665976890,224,distance_to_pickup
1665977114,236060,2799,4221.469530862446,,True,True,3107,False,658,802,45841850,174559905,45845972,174558994,45845502,174552873,1665977015,99,distance_to_pickup
1665977114,524710,3984,3350.6126305498224,,True,True,1725,False,658,802,45838570,174574635,45835239,174574273,45834601,174571060,1665976733,381,distance_to_pickup
1665977114,186096,1179,1190.1701559020878,,True,True,4573,False,658,802,45850931,174497166,45852040,174497598,45850044,174480954,1665976961,153,distance_to_pickup
1665977114,194870,4731,2633.3098944104545,,True,True,2176,False,658,802,45853252,174530042,45855037,174528106,45865394,174523181,1665976779,335,distance_to_pickup
1665977114,293213,680,5035.951747187417,,True,True,844,False,658,802,45860907,174525837,45856290,174527848,45866244,174526148,1665976736,378,distance_to_pickup
1665977114,3219,2243,1651.8020462513055,,True,True,117,False,658,802,45887481,174555696,45885896,174556161,45886807,174551509,1665976875,239,distance_to_pickup
1665977114,348811,1693,8941.139804297884,,True,True,3185,False,658,802,45887481,174555696,45878716,174557462,45889977,174556777,1665977060,54,distance_to_pickup
1665977114,379180,4095,14334.939762691714,,True,True,1693,False,658,802,45885675,174551319,45873328,174558602,45878716,174557462,1665976744,370,distance_to_pickup
1665977114,19402,4130,75.8023746329889,,True,True,2311,False,658,802,45897008,174553031,45897019,174552956,45896017,174555818,1665977005,109,distance_to_pickup
1665977114,424980,1970,769.605093538238,,True,True,2793,False,658,802,45887243,174550790,45886779,174551404,45881900,174548197,1665976878,236,distance_to_pickup
1665977114,233013,2880,8863.755637425933,,True,False,3021,False,658,802,45897008,174553031,45897266,174544171,,,1665975929,1185,distance_to_pickup
1665977114,200772,1568,2235.58068519121,,True,True,3801,False,658,802,45860803,174537004,45859253,174538615,45854516,174527935,1665977087,27,distance_to_pickup
1665977114,224396,2851,1162.9006836355372,,True,False,1281,False,658,802,45906263,174574373,45906600,174573260,45899210,174578074,1665977038,76,distance_to_pickup
1665977114,490851,1920,1656.8056615065027,,True,True,1920,True,658,802,45894297,174589367,45892655,174589146,45892655,174589146,1665977022,92,distance_to_pickup
1665977114,490826,240,12192.08288193613,,True,True,2303,False,658,802,45856607,174536801,45844449,174537712,45853056,174527704,1665975913,1201,distance_to_pickup
1665977114,224392,2884,3457.470896479101,,True,True,675,False,658,802,45862134,174526400,45865390,174525237,45864146,174520084,1665976604,510,distance_to_pickup
1665977114,168124,4279,985.7920673245449,,True,True,4342,False,658,802,45868335,174545710,45867530,174545141,,,1665976754,360,distance_to_pickup
1665977114,94,88,99.4786409235671,,True,False,88,False,658,802,45866450,174536750,45866400,174536664,45866400,174536664,1665977098,16,distance_to_pickup
1665977114,150000,3307,5039.595420269369,,True,True,2297,False,658,802,45864617,174511544,45860388,174514285,45862990,174510958,1665977044,70,distance_to_pickup
1665977114,57727,2685,2189.7810392822385,,True,True,50,False,658,802,45865154,174557054,45865408,174559229,45860572,174564828,1665976761,353,distance_to_pickup
1665977114,70312,3265,3618.6181064047087,,True,False,1273,False,658,802,45868335,174545710,45864756,174545176,45867889,174552273,1665977014,100,distance_to_pickup
1665977114,337718,3330,1963.7377625334805,,True,True,88,False,658,802,45866450,174536750,45868271,174537485,45866400,174536664,1665976782,332,distance_to_pickup
1665977114,177197,4368,5061.200252904443,,True,False,802,False,658,802,45859122,174540364,45857290,174545082,45865480,174555679,1665976592,522,distance_to_pickup
1665977114,174199,4218,1677.528241192976,,True,True,3235,False,658,802,45874074,174536705,45873800,174538360,45870616,174544643,1665976926,188,distance_to_pickup
1665977114,16100,3747,1328.4968949907259,,True,True,1567,False,658,802,45876251,174545467,45877481,174544965,45872465,174539083,1665977070,44,distance_to_pickup
1665977114,443679,3259,1409.2792484103354,,True,False,161,False,658,802,45874046,174535364,45873724,174533992,45860287,174545258,1665977102,12,distance_to_pickup
1665977114,32119,4651,1610.4164057783316,,True,True,604,False,658,802,45873329,174545627,45874869,174545156,45875336,174544413,1665977098,16,distance_to_pickup
1665977114,95405,1418,10173.946382795617,,True,True,94,False,658,802,45877890,174578340,45878089,174588512,45876678,174579307,1665976825,289,distance_to_pickup
1665977114,524706,4308,1799.0133406953935,,True,True,4170,False,658,802,45912080,174529170,45912537,174527430,45906320,174528258,1665976770,344,distance_to_pickup
1665977114,256232,207,138.13037319865606,,True,True,1543,False,658,802,45878123,174577620,45878045,174577506,45873855,174585474,1665976869,245,distance_to_pickup
1665977114,144001,1220,1017.0452300659986,,True,True,2112,False,658,802,45866351,174556191,45867196,174556757,45863864,174569370,1665976988,126,distance_to_pickup
1665977114,315752,4003,871.9231617522269,,True,True,2037,False,658,802,45876860,174545700,45877539,174545153,45872808,174546310,1665976915,199,distance_to_pickup
1665977114,561034,1274,1742.4729553137977,,True,True,1622,False,658,802,45872960,174545650,45873636,174544044,45872349,174545938,1665977028,86,distance_to_pickup
1665977114,503897,2861,3554.562279662575,,True,True,604,False,658,802,45872518,174545918,45873726,174549261,45875336,174544413,1665976895,219,distance_to_pickup
1665977114,107542,2931,801.1753865415487,,True,True,2353,False,658,802,45880110,174548040,45879311,174547981,45878082,174548108,1665976913,201,distance_to_pickup
1665977114,101606,4175,1290.25966378865,,True,True,3573,False,658,802,45876580,174545960,45877577,174545141,,,1665976900,214,distance_to_pickup
1665977114,509050,1708,724.1167033013394,,True,True,434,False,658,802,45880110,174548040,45880097,174547316,45879899,174546499,1665976961,153,distance_to_pickup
1665977114,529982,835,577.0684534784414,,True,True,2002,False,658,802,45920114,174542742,45919642,174542410,45930768,174528256,1665977081,33,distance_to_pickup
1665977114,206677,1771,5375.752412453535,,True,True,3524,False,658,802,45927565,174521517,45923150,174524584,45928062,174516415,1665976974,140,distance_to_pickup
1665977114,104582,2134,229.53866776645717,,True,True,207,False,658,802,45874701,174571605,45874489,174571517,45878045,174577506,1665976613,501,distance_to_pickup
1665977114,189068,3568,1015.986220378997,,True,False,4626,False,658,802,45880733,174580196,45879971,174580868,45884387,174581958,1665976557,557,distance_to_pickup
1665977114,191940,2887,1342.490968312264,,True,True,2065,False,658,802,45864785,174580827,45863634,174580136,45854467,174593928,1665976797,317,distance_to_pickup
1665977114,79833,3874,2370.6338814755854,,True,True,227,False,658,802,45866523,174578800,45864355,174577841,45863295,174584182,1665976401,713,distance_to_pickup
1665977114,524698,4155,2443.108061465968,,True,True,2038,False,658,802,45856856,174575762,45858572,174574023,45848540,174574332,1665976290,824,distance_to_pickup
1665977114,206672,1810,4961.3229082574335,,True,True,981,False,658,802,45869364,174570875,45864738,174569082,45869944,174570490,1665976805,309,distance_to_pickup
1665977114,310174,695,2813.60587147525,,True,True,2779,False,658,802,45875922,174572196,45873269,174571259,45867645,174567040,1665976813,301,distance_to_pickup
1665977114,290374,4317,1038.9927814956175,,True,False,981,False,658,802,45862111,174564163,45861136,174563804,45869944,174570490,1665976541,573,distance_to_pickup
1665977114,244726,4429,921.39133922563,,True,True,4036,False,658,802,45859959,174581509,45860768,174581950,45856771,174586374,1665976277,837,distance_to_pickup
1665977114,153051,1276,2023.7186069214267,,True,True,2051,False,658,802,45877890,174578340,45878584,174580241,45868680,174579572,1665976467,647,distance_to_pickup
1665977114,177186,4539,4845.0372547587285,,True,True,3951,False,658,802,45865723,174573423,45860954,174572568,45860454,174572548,1665976732,382,distance_to_pickup
1665977114,143995,2441,279.1003403795846,,True,True,1625,False,658,802,45862946,174583985,45863182,174584134,45863054,174584266,1665976856,258,distance_to_pickup
1665977114,209754,748,5255.624130395932,,True,False,94,False,658,802,45877890,174578340,45874251,174582132,45876678,174579307,1665976977,137,distance_to_pickup
1665977114,48305,2113,9739.107402631927,,True,True,207,False,658,802,45877890,174578340,45878467,174588062,45878045,174577506,1665977087,27,distance_to_pickup
1665977114,12967,418,2251.9347237431193,,True,True,4429,False,658,802,45865368,174580855,45865219,174583102,45860768,174581950,1665977068,46,distance_to_pickup
1665977114,45053,2761,5961.344311478746,,True,True,976,False,658,802,45927565,174521517,45928516,174527402,45920347,174510996,1665976957,157,distance_to_pickup
1665977114,224394,2428,1073.8836063559215,,True,True,4079,False,658,802,45897720,174529815,45898375,174528964,45905521,174517836,1665976774,340,distance_to_pickup
1665977114,177183,3823,2760.8000651984926,,True,True,281,False,658,802,45896370,174524880,45899046,174525559,45895412,174532746,1665976577,537,distance_to_pickup
1665977114,38504,2852,9328.308796346742,,True,True,3823,False,658,802,45896370,174524880,45904217,174519836,45899046,174525559,1665976849,265,distance_to_pickup
1665977114,427557,4172,4983.798751956182,,True,True,3570,False,658,802,45893272,174535152,45898227,174535687,,,1665977056,58,distance_to_pickup
1665977114,456862,4087,1188.5272399065998,,True,True,1693,False,658,802,45885356,174542714,45884862,174541633,45878716,174557462,1665977025,89,distance_to_pickup
1665977114,101,2067,1013.8500875376004,,True,True,611,False,658,802,45865368,174580855,45865604,174581841,45863294,174583806,1665976303,811,distance_to_pickup
1665977114,35370,4556,7121.615898095039,,True,True,1251,False,658,802,45889630,174546285,45882652,174544862,45879931,174546586,1665976979,135,distance_to_pickup
1665977114,262053,1655,3453.38239990882,,True,False,492,False,658,802,45890990,174546350,45893913,174544511,45898201,174550190,1665976931,183,distance_to_pickup
1665977114,203738,1424,6888.561896361242,,True,True,2126,False,658,802,45890990,174546350,45896713,174542516,45894399,174541765,1665976856,258,distance_to_pickup
1665977114,162147,1965,3302.527819716285,,True,True,762,False,658,802,45895346,174532388,45896729,174529389,45898059,174538222,1665976851,263,distance_to_pickup
1665977114,365591,2056,6070.8823905590525,,True,True,762,False,658,802,45895346,174532388,45900333,174528926,45898059,174538222,1665976659,455,distance_to_pickup
1665977114,270511,3425,717.9310551856634,,True,True,1582,False,658,802,45866836,174581477,45866388,174580916,45857687,174582161,1665976931,183,distance_to_pickup
1665977114,89127,572,510.7680491181883,,True,True,3536,False,658,802,45858466,174584141,45857988,174584321,45863375,174583422,1665976915,199,distance_to_pickup
1665977114,561021,2399,3189.668634827135,,True,True,3380,False,658,802,45885010,174520190,45886491,174517365,45877417,174483368,1665976130,984,distance_to_pickup
1665977114,548095,1070,1383.1286997239267,,True,False,404,False,658,802,45887304,174545246,45885938,174545029,45899318,174557112,1665976780,334,distance_to_pickup
1665977114,38512,3572,4591.526979121434,,True,True,94,False,658,802,45877759,174578692,45875945,174582910,45876678,174579307,1665977019,95,distance_to_pickup
1665977114,82941,1515,351.7627041060493,,True,True,2407,False,658,802,45867880,174573167,45868229,174573211,45868172,174573408,1665976677,437,distance_to_pickup
1665977114,146967,3423,766.5070123619222,,True,True,1562,False,658,802,45851335,174555897,45851252,174556659,45847603,174572287,1665972686,4428,distance_to_pickup
1665977114,247687,2460,1861.5934035121634,,True,True,2063,False,658,802,45867462,174566858,45865945,174565779,45865923,174555715,1665976809,305,distance_to_pickup
