time,type,description,details
750,ASSIGNMENT_MADE,Courier 6 assigned orders [3] with relay,"{""courier_id"": 6, ""order_ids"": [3], ""bundle_size"": 1, ""has_relay"": true}"
750,ASSIGNMENT_MADE,Courier 2 assigned orders [3] with relay,"{""courier_id"": 2, ""order_ids"": [3], ""bundle_size"": 1, ""has_relay"": true}"
775,ORDER_PICKED_UP,Order 2 picked up by courier 7,"{""order_id"": 2, ""courier_id"": 7}"
775,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
802,ORDER_READY,Order 4 is ready for pickup,"{""order_id"": 4}"
810,ASSIGNMENT_MADE,Courier 5 assigned orders [4],"{""courier_id"": 5, ""order_ids"": [4], ""bundle_size"": 1, ""has_relay"": false}"
814,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
823,ORDER_PLACED,Order 8 placed,"{""order_id"": 8, ""restaurant_id"": 1}"
888,ORDER_PLACED,Order 9 placed,"{""order_id"": 9, ""restaurant_id"": 4}"
904,ORDER_READY,Order 5 is ready for pickup,"{""order_id"": 5}"
904,ORDER_PICKED_UP,Order 0 picked up by courier 0,"{""order_id"": 0, ""courier_id"": 0}"
904,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
937,ORDER_DELIVERED,Order 0 delivered by courier 3,"{""order_id"": 0, ""courier_id"": 3, ""click_to_door"": 924.7879485592956, ""ready_to_door"": 624.7879485592955}"
937,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
960,ASSIGNMENT_MADE,Courier 3 assigned orders [5],"{""courier_id"": 3, ""order_ids"": [5], ""bundle_size"": 1, ""has_relay"": false}"
990,ORDER_PLACED,Order 10 placed,"{""order_id"": 10, ""restaurant_id"": 2}"
1017,ORDER_READY,Order 6 is ready for pickup,"{""order_id"": 6}"
1046,ORDER_DELIVERED,Order 1 delivered by courier 1,"{""order_id"": 1, ""courier_id"": 1, ""click_to_door"": 946.6826260554741, ""ready_to_door"": 646.6826260554741}"
1046,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
1048,ORDER_READY,Order 7 is ready for pickup,"{""order_id"": 7}"
1050,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
1050,ASSIGNMENT_MADE,Courier 1 assigned orders [7],"{""courier_id"": 1, ""order_ids"": [7], ""bundle_size"": 1, ""has_relay"": false}"
1089,ORDER_DELIVERED,Order 2 delivered by courier 7,"{""order_id"": 2, ""courier_id"": 7, ""click_to_door"": 807.8490094156092, ""ready_to_door"": 507.8490094156092}"
1089,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
1101,ORDER_DELIVERED,Order 1 delivered by courier 4,"{""order_id"": 1, ""courier_id"": 4, ""click_to_door"": 1001.6826260554741, ""ready_to_door"": 701.6826260554741}"
1101,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
1110,ASSIGNMENT_MADE,Courier 4 assigned orders [6],"{""courier_id"": 4, ""order_ids"": [6], ""bundle_size"": 1, ""has_relay"": false}"
1116,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
1122,ORDER_PLACED,Order 11 placed,"{""order_id"": 11, ""restaurant_id"": 6}"
1123,ORDER_READY,Order 8 is ready for pickup,"{""order_id"": 8}"
1140,ORDER_PICKED_UP,Order 3 picked up by courier 6,"{""order_id"": 3, ""courier_id"": 6}"
1140,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
1140,ASSIGNMENT_MADE,Courier 7 assigned orders [8],"{""courier_id"": 7, ""order_ids"": [8], ""bundle_size"": 1, ""has_relay"": false}"
1188,ORDER_READY,Order 9 is ready for pickup,"{""order_id"": 9}"
1206,ORDER_PICKED_UP,Order 4 picked up by courier 5,"{""order_id"": 4, ""courier_id"": 5}"
1206,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
1215,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
1234,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
1290,ORDER_READY,Order 10 is ready for pickup,"{""order_id"": 10}"
1305,ORDER_PICKED_UP,Order 7 picked up by courier 1,"{""order_id"": 7, ""courier_id"": 1}"
1305,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
1324,ORDER_PICKED_UP,Order 3 picked up by courier 2,"{""order_id"": 3, ""courier_id"": 2}"
1324,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
1361,ORDER_DELIVERED,Order 0 delivered by courier 0,"{""order_id"": 0, ""courier_id"": 0, ""click_to_door"": 1348.7879485592955, ""ready_to_door"": 1048.7879485592955}"
1361,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
1364,ORDER_PLACED,Order 12 placed,"{""order_id"": 12, ""restaurant_id"": 3}"
1380,ASSIGNMENT_MADE,Courier 0 assigned orders [9],"{""courier_id"": 0, ""order_ids"": [9], ""bundle_size"": 1, ""has_relay"": false}"
1400,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
1422,ORDER_READY,Order 11 is ready for pickup,"{""order_id"": 11}"
1427,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
1457,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
1477,ORDER_PLACED,Order 13 placed,"{""order_id"": 13, ""restaurant_id"": 4}"
1488,ORDER_PLACED,Order 14 placed,"{""order_id"": 14, ""restaurant_id"": 5}"
1490,ORDER_PICKED_UP,Order 6 picked up by courier 4,"{""order_id"": 6, ""courier_id"": 4}"
1490,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
1517,ORDER_PICKED_UP,Order 5 picked up by courier 3,"{""order_id"": 5, ""courier_id"": 3}"
1517,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
1533,ORDER_DELIVERED,Order 3 delivered by courier 6,"{""order_id"": 3, ""courier_id"": 6, ""click_to_door"": 1108.0373017940399, ""ready_to_door"": 808.0373017940399}"
1533,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
1547,ORDER_PICKED_UP,Order 8 picked up by courier 7,"{""order_id"": 8, ""courier_id"": 7}"
1547,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
1560,ASSIGNMENT_MADE,Courier 6 assigned orders [10],"{""courier_id"": 6, ""order_ids"": [10], ""bundle_size"": 1, ""has_relay"": false}"
1568,ORDER_DELIVERED,Order 4 delivered by courier 5,"{""order_id"": 4, ""courier_id"": 5, ""click_to_door"": 1066.3663648234271, ""ready_to_door"": 766.3663648234271}"
1568,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
1590,ASSIGNMENT_MADE,Courier 5 assigned orders [11],"{""courier_id"": 5, ""order_ids"": [11], ""bundle_size"": 1, ""has_relay"": false}"
1603,ORDER_PLACED,Order 15 placed,"{""order_id"": 15, ""restaurant_id"": 1}"
1651,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
1661,ORDER_PLACED,Order 16 placed,"{""order_id"": 16, ""restaurant_id"": 5}"
1664,ORDER_READY,Order 12 is ready for pickup,"{""order_id"": 12}"
1666,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
1670,ORDER_DELIVERED,Order 7 delivered by courier 1,"{""order_id"": 7, ""courier_id"": 1, ""click_to_door"": 922.0934077711746, ""ready_to_door"": 622.0934077711745}"
1670,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
1680,ASSIGNMENT_MADE,Courier 1 assigned orders [12],"{""courier_id"": 1, ""order_ids"": [12], ""bundle_size"": 1, ""has_relay"": false}"
1688,ORDER_DELIVERED,Order 8 delivered by courier 7,"{""order_id"": 8, ""courier_id"": 7, ""click_to_door"": 865.3817637674006, ""ready_to_door"": 565.3817637674006}"
1688,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
1717,ORDER_DELIVERED,Order 3 delivered by courier 2,"{""order_id"": 3, ""courier_id"": 2, ""click_to_door"": 1292.0373017940399, ""ready_to_door"": 992.0373017940399}"
1717,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
1723,ORDER_PLACED,Order 17 placed,"{""order_id"": 17, ""restaurant_id"": 6}"
1741,ORDER_PICKED_UP,Order 10 picked up by courier 6,"{""order_id"": 10, ""courier_id"": 6}"
1741,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
1756,ORDER_PICKED_UP,Order 9 picked up by courier 0,"{""order_id"": 9, ""courier_id"": 0}"
1756,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
1761,ORDER_DELIVERED,Order 5 delivered by courier 3,"{""order_id"": 5, ""courier_id"": 3, ""click_to_door"": 1157.6566779246302, ""ready_to_door"": 857.6566779246302}"
1761,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
1765,ORDER_DELIVERED,Order 6 delivered by courier 4,"{""order_id"": 6, ""courier_id"": 4, ""click_to_door"": 1048.8972014618755, ""ready_to_door"": 748.8972014618755}"
1765,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
1777,ORDER_READY,Order 13 is ready for pickup,"{""order_id"": 13}"
1788,ORDER_READY,Order 14 is ready for pickup,"{""order_id"": 14}"
1800,RELAY_CREATED,Relay handoff created: C4 → C2 for order 13,"{""courier_1_id"": 4, ""courier_2_id"": 2, ""order_id"": 13, ""handoff_location"": [2.5, 2.5]}"
1800,ASSIGNMENT_MADE,Courier 4 assigned orders [13] with relay,"{""courier_id"": 4, ""order_ids"": [13], ""bundle_size"": 1, ""has_relay"": true}"
1800,ASSIGNMENT_MADE,Courier 2 assigned orders [13] with relay,"{""courier_id"": 2, ""order_ids"": [13], ""bundle_size"": 1, ""has_relay"": true}"
1800,ASSIGNMENT_MADE,Courier 7 assigned orders [14],"{""courier_id"": 7, ""order_ids"": [14], ""bundle_size"": 1, ""has_relay"": false}"
1833,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
1871,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
1903,ORDER_READY,Order 15 is ready for pickup,"{""order_id"": 15}"
1920,ASSIGNMENT_MADE,Courier 3 assigned orders [15],"{""courier_id"": 3, ""order_ids"": [15], ""bundle_size"": 1, ""has_relay"": false}"
1923,ORDER_PICKED_UP,Order 13 picked up by courier 4,"{""order_id"": 13, ""courier_id"": 4}"
1923,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
1948,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
1959,ORDER_PLACED,Order 18 placed,"{""order_id"": 18, ""restaurant_id"": 4}"
1961,ORDER_READY,Order 16 is ready for pickup,"{""order_id"": 16}"
1961,ORDER_PICKED_UP,Order 11 picked up by courier 5,"{""order_id"": 11, ""courier_id"": 5}"
1961,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
1983,ORDER_PLACED,Order 19 placed,"{""order_id"": 19, ""restaurant_id"": 3}"
1994,ORDER_DELIVERED,Order 10 delivered by courier 6,"{""order_id"": 10, ""courier_id"": 6, ""click_to_door"": 1004.472764500213, ""ready_to_door"": 704.4727645002131}"
1994,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
1995,ORDER_PLACED,Order 20 placed,"{""order_id"": 20, ""restaurant_id"": 6}"
2002,ORDER_PLACED,Order 21 placed,"{""order_id"": 21, ""restaurant_id"": 0}"
2002,ORDER_PLACED,Order 22 placed,"{""order_id"": 22, ""restaurant_id"": 3}"
2010,ASSIGNMENT_MADE,Courier 6 assigned orders [16],"{""courier_id"": 6, ""order_ids"": [16], ""bundle_size"": 1, ""has_relay"": false}"
2013,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
2023,ORDER_READY,Order 17 is ready for pickup,"{""order_id"": 17}"
2033,ORDER_DELIVERED,Order 9 delivered by courier 0,"{""order_id"": 9, ""courier_id"": 0, ""click_to_door"": 1145.1098499509703, ""ready_to_door"": 845.1098499509703}"
2033,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
2038,ORDER_PICKED_UP,Order 14 picked up by courier 7,"{""order_id"": 14, ""courier_id"": 7}"
2038,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
2040,ASSIGNMENT_MADE,Courier 0 assigned orders [17],"{""courier_id"": 0, ""order_ids"": [17], ""bundle_size"": 1, ""has_relay"": false}"
2045,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
2053,ORDER_DELIVERED,Order 13 delivered by courier 4,"{""order_id"": 13, ""courier_id"": 4, ""click_to_door"": 576.6064150863356, ""ready_to_door"": 276.6064150863356}"
2053,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
2055,ORDER_PLACED,Order 23 placed,"{""order_id"": 23, ""restaurant_id"": 2}"
2097,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
2103,ORDER_PICKED_UP,Order 13 picked up by courier 2,"{""order_id"": 13, ""courier_id"": 2}"
2103,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
2135,ORDER_PICKED_UP,Order 12 picked up by courier 1,"{""order_id"": 12, ""courier_id"": 1}"
2135,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
2150,ORDER_PLACED,Order 24 placed,"{""order_id"": 24, ""restaurant_id"": 3}"
2180,ORDER_DELIVERED,Order 11 delivered by courier 5,"{""order_id"": 11, ""courier_id"": 5, ""click_to_door"": 1058.7119023188982, ""ready_to_door"": 758.7119023188982}"
2180,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
2187,ORDER_PICKED_UP,Order 15 picked up by courier 3,"{""order_id"": 15, ""courier_id"": 3}"
2187,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
2193,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
2200,ORDER_PLACED,Order 25 placed,"{""order_id"": 25, ""restaurant_id"": 7}"
2210,ORDER_DELIVERED,Order 12 delivered by courier 1,"{""order_id"": 12, ""courier_id"": 1, ""click_to_door"": 846.1090473032848, ""ready_to_door"": 546.1090473032848}"
2210,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
2233,ORDER_DELIVERED,Order 13 delivered by courier 2,"{""order_id"": 13, ""courier_id"": 2, ""click_to_door"": 756.6064150863356, ""ready_to_door"": 456.6064150863356}"
2233,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
2259,ORDER_READY,Order 18 is ready for pickup,"{""order_id"": 18}"
2280,ASSIGNMENT_MADE,Courier 5 assigned orders [18],"{""courier_id"": 5, ""order_ids"": [18], ""bundle_size"": 1, ""has_relay"": false}"
2283,ORDER_READY,Order 19 is ready for pickup,"{""order_id"": 19}"
2283,ORDER_PICKED_UP,Order 16 picked up by courier 6,"{""order_id"": 16, ""courier_id"": 6}"
2283,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
2295,ORDER_READY,Order 20 is ready for pickup,"{""order_id"": 20}"
2302,ORDER_READY,Order 21 is ready for pickup,"{""order_id"": 21}"
2302,ORDER_READY,Order 22 is ready for pickup,"{""order_id"": 22}"
2310,ASSIGNMENT_MADE,Courier 1 assigned orders [20],"{""courier_id"": 1, ""order_ids"": [20], ""bundle_size"": 1, ""has_relay"": false}"
2310,ASSIGNMENT_MADE,Courier 2 assigned orders [21],"{""courier_id"": 2, ""order_ids"": [21], ""bundle_size"": 1, ""has_relay"": false}"
2310,ASSIGNMENT_MADE,"Courier 4 assigned orders [19, 22]","{""courier_id"": 4, ""order_ids"": [19, 22], ""bundle_size"": 2, ""has_relay"": false}"
2355,ORDER_READY,Order 23 is ready for pickup,"{""order_id"": 23}"
2365,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
2368,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
2369,ORDER_DELIVERED,Order 14 delivered by courier 7,"{""order_id"": 14, ""courier_id"": 7, ""click_to_door"": 881.0094411718953, ""ready_to_door"": 581.0094411718953}"
2369,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
2370,ASSIGNMENT_MADE,Courier 7 assigned orders [23],"{""courier_id"": 7, ""order_ids"": [23], ""bundle_size"": 1, ""has_relay"": false}"
2419,ORDER_PLACED,Order 26 placed,"{""order_id"": 26, ""restaurant_id"": 4}"
2433,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
2450,ORDER_READY,Order 24 is ready for pickup,"{""order_id"": 24}"
2452,ORDER_PLACED,Order 27 placed,"{""order_id"": 27, ""restaurant_id"": 7}"
2455,ORDER_PICKED_UP,Order 18 picked up by courier 5,"{""order_id"": 18, ""courier_id"": 5}"
2455,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
2458,ORDER_PICKED_UP,Order 17 picked up by courier 0,"{""order_id"": 17, ""courier_id"": 0}"
2458,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
2483,ORDER_PLACED,Order 28 placed,"{""order_id"": 28, ""restaurant_id"": 0}"
2500,ORDER_READY,Order 25 is ready for pickup,"{""order_id"": 25}"
2512,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
2521,ORDER_DELIVERED,Order 16 delivered by courier 6,"{""order_id"": 16, ""courier_id"": 6, ""click_to_door"": 860.7037497672673, ""ready_to_door"": 560.7037497672673}"
2521,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
2523,ORDER_PICKED_UP,Order 20 picked up by courier 1,"{""order_id"": 20, ""courier_id"": 1}"
2523,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
2550,ASSIGNMENT_MADE,Courier 6 assigned orders [24],"{""courier_id"": 6, ""order_ids"": [24], ""bundle_size"": 1, ""has_relay"": false}"
2551,ORDER_DELIVERED,Order 15 delivered by courier 3,"{""order_id"": 15, ""courier_id"": 3, ""click_to_door"": 948.4811705617774, ""ready_to_door"": 648.4811705617774}"
2551,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
2580,ASSIGNMENT_MADE,Courier 3 assigned orders [25],"{""courier_id"": 3, ""order_ids"": [25], ""bundle_size"": 1, ""has_relay"": false}"
2582,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
2602,ORDER_PICKED_UP,Order 21 picked up by courier 2,"{""order_id"": 21, ""courier_id"": 2}"
2602,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
2603,ORDER_DELIVERED,Order 17 delivered by courier 0,"{""order_id"": 17, ""courier_id"": 0, ""click_to_door"": 880.3616790346105, ""ready_to_door"": 580.3616790346105}"
2603,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
2645,ORDER_PLACED,Order 29 placed,"{""order_id"": 29, ""restaurant_id"": 7}"
2672,ORDER_PICKED_UP,Order 19 picked up by courier 4,"{""order_id"": 19, ""courier_id"": 4}"
2672,ORDER_PICKED_UP,Order 22 picked up by courier 4,"{""order_id"": 22, ""courier_id"": 4}"
2672,ROUTE_OPTIMIZED,Courier 4 route optimized: 2 dropoffs reordered,"{""courier_id"": 4, ""original_sequence"": [19, 22], ""optimized_sequence"": []}"
2672,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
2674,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
2676,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
2691,ORDER_PLACED,Order 30 placed,"{""order_id"": 30, ""restaurant_id"": 5}"
2707,ORDER_DELIVERED,Order 18 delivered by courier 5,"{""order_id"": 18, ""courier_id"": 5, ""click_to_door"": 748.0278905586354, ""ready_to_door"": 448.0278905586356}"
2707,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
2719,ORDER_READY,Order 26 is ready for pickup,"{""order_id"": 26}"
2730,ASSIGNMENT_MADE,Courier 0 assigned orders [26],"{""courier_id"": 0, ""order_ids"": [26], ""bundle_size"": 1, ""has_relay"": false}"
2752,ORDER_READY,Order 27 is ready for pickup,"{""order_id"": 27}"
2760,ASSIGNMENT_MADE,Courier 5 assigned orders [27],"{""courier_id"": 5, ""order_ids"": [27], ""bundle_size"": 1, ""has_relay"": false}"
2764,ORDER_PICKED_UP,Order 24 picked up by courier 6,"{""order_id"": 24, ""courier_id"": 6}"
2764,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
2766,ORDER_PICKED_UP,Order 25 picked up by courier 3,"{""order_id"": 25, ""courier_id"": 3}"
2766,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
2783,ORDER_READY,Order 28 is ready for pickup,"{""order_id"": 28}"
2789,ORDER_DELIVERED,Order 22 delivered by courier 4,"{""order_id"": 22, ""courier_id"": 4, ""click_to_door"": 787.6132212411114, ""ready_to_door"": 487.6132212411112}"
2803,ORDER_DELIVERED,Order 20 delivered by courier 1,"{""order_id"": 20, ""courier_id"": 1, ""click_to_door"": 808.6834950629409, ""ready_to_door"": 508.6834950629409}"
2803,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
2818,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
2820,ASSIGNMENT_MADE,Courier 1 assigned orders [28],"{""courier_id"": 1, ""order_ids"": [28], ""bundle_size"": 1, ""has_relay"": false}"
2908,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
2908,ORDER_PICKED_UP,Order 23 picked up by courier 7,"{""order_id"": 23, ""courier_id"": 7}"
2908,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
2941,ORDER_DELIVERED,Order 21 delivered by courier 2,"{""order_id"": 21, ""courier_id"": 2, ""click_to_door"": 939.6417951413655, ""ready_to_door"": 639.6417951413655}"
2941,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
2945,ORDER_READY,Order 29 is ready for pickup,"{""order_id"": 29}"
2970,ASSIGNMENT_MADE,Courier 2 assigned orders [29],"{""courier_id"": 2, ""order_ids"": [29], ""bundle_size"": 1, ""has_relay"": false}"
